Title,Link,website,Article_Text,date,topic,classification,confidence_score,fact_check_score
مدبولي نسابق الزمن لإدخال أكبر عدد من الصروح الطبية العملاقة داخل التأمين الشامل,https://elbashayer.com/%d9%85%d8%af%d8%a8%d9%88%d9%84%d9%8a-%d9%86%d8%b3%d8%a7%d8%a8%d9%82-%d8%a7%d9%84%d8%b2%d9%85%d9%86-%d9%84%d8%a5%d8%af%d8%ae%d8%a7%d9%84-%d8%a3%d9%83%d8%a8%d8%b1-%d8%b9%d8%af%d8%af-%d9%85%d9%86-%d8%a7/,elbashayer.com,"أدلى الدكتور مصطفى مدبولي، رئيس مجلس الوزراء، بتصريحات تليفزيونية، فى ختام الجولة الميدانية التى قام بها صباح اليوم لتفقد أعمال إنشاء ورفع كفاءة عدد من المنشآت الصحية في محافظتي القاهرة والجيزة.
وأشار رئيس الوزراء إلى أن زيارة اليوم ترد على التساؤل الخاص بمدى اهتمام الدولة بقطاعى الصحة والتعليم، مؤكداً فى هذا الصدد أن قطاعي الصحة والتعليم يمثلان أولوية قصوى على أجندة عمل الحكومة خلال هذه المرحلة، موضحاً أن زيارة اليوم تأتي كجزء من الإجابة عن هذا التساؤل، حيث تم تفقد وزيارة خمسة مشروعات لمنشآت صحية فى محافظتي القاهرة والجيزة، منوها إلى أنه على الرغم من أن ترتيب هاتين المحافظتين فيما يتعلق بتطبيق منظومة التأمين الصحي الشامل هو ترتيب متأخر، إلا أنه يتم العمل على تطوير ورفع كفاءة المنشآت الصحية بهما، تمهيداً لدخولها منظومة التأمين الصحي الشامل، واعتمادها، موضحاً أن المنشآت التى تم زيارتها اليوم من المقرر الانتهاء من أعمال تطويرها خلال هذا العام، أو على الاكثر مع بداية العام القادم، وذلك سعياً لاتاحة خدماتها لمواطني القاهرة ومختلف المحافظات الجمهورية.
ولفت الدكتور مصطفى مدبولي إلى أن الصعوبة التى تواجه أعمال التطوير بالمشروعات التى تم زيارتها، تكمن في تنفيذ أعمال تطوير ورفع كفاءة وإقامة مبان جديدة في مستشفيات قائمة بالفعل، وهو ما يعنى الاستمرار فى تقديم الخدمات الصحية بالمستشفيات القائمة بالتزامن مع أعمال التطوير ورفع الكفاءة والبناء الجديد، وذلك أصعب بكثير من إقامة مستشفى جديد فى مكان خال من أى تواجدات.
ونوه رئيس الوزراء إلى أن المشروعات الخمسة التى تم زيارتها اليوم وتفقد الأعمال بها تتجاوز تكلفتها الاستثمارية الـ 25 مليار جنيه، حيث تتضمن هذه المشروعات رفع كفاءة وإقامة توسعات بمستشفى أورام دار السلام (هرمل سابقا)، والذى تحويل إلى مستشفي جوستاف روسي لعلاج الأورام، وذلك فى إطار الشراكة الموقعة مع هذا الصرح العالمي الذي يعتبر من أفضل صروح العالم فى مجال علاج الأورام، مضيفا: كما تتضمن المشروعات إقامة مستشفى بولاق أبو العلا الجديد، فى قلب القاهرة، وكذا إنشاء المدينة الطبية بمعهد ناصر، هذا المعهد الذي يتحول إلى مدينة طبية متكاملة، حيث سيتم مضاعفة طاقته الاستيعابية التى تصل الان إلى 680 سريرا، والوصول بها إلى أكثر من 1700 سرير، وذلك من خلال مبان على أحدث مستوى، تقدم خدمات صحية للمواطن المصري البسيط تضارع فى جودتها أرقى المستشفيات العالمية، بنفس التكلفة البسيطة التى تقدم بها الخدمات حالياً.
ولفت رئيس الوزراء إلى حجم الانفاق الذي تنفذه الدولة لكي تقدم جودة عالية جداً تخدم بها المواطن المصري.
وتابع رئيس الوزراء: شاهدنا مستشفي أم المصريين بمحافظة الجيزة، وأعمال التطوير الجارية بها، والتى منها إنشاء مبان كاملة جديدة، كما لفت رئيس الوزراء إلى أن زيارة اليوم تضمنت أيضا تفقد مستشفي بولاق الدكرور، قائلاً :”كما ترون المستشفي أمامكم، وأرجو أن يكون هناك تركيز اعلامي على المستشفي من الداخل، لأنها تضارع أحسن مستشفي قطاع خاص في مصر وفي المنطقة، وذلك من حيث جودة التجهيزات وأحدث الأجهزة في العالم، وكذا تجهيزات التأثيث بها، والخدمات التي ستقدم للمواطنين”، مضيفاً: مع كل ذلك، هناك كوادر طبية على أعلي مستوي يتم تدريبها وتجهيزها من أجل تقديم مختلف الخدمات الطبية للمواطنين على مدار 24 ساعة.
وأضاف: كل هذا يمثل نموذجاً مشرفاً لما تعمل عليه الدولة اليوم في هذا القطاع شديد الأهمية، والذي نوليه أولوية قصوى طبقاً لتوجيهات فخامة السيد الرئيس عبدالفتاح السيسي، رئيس الجمهورية، بما يتضمنه من مشروعات الصحة والتعليم والمشروعات المهمة التي ترفع من مستوي جودة الحياة للمواطنين، مثلما ذكرت في المؤتمر الصحفي الأسبوعي الماضي، المبادرة الرئاسية “حياة كريمة”، ومنظومة التأمين الصحي الشامل.
وقال رئيس الوزراء: اليوم مع هذه المشروعات المهمة، يتضح أننا كحكومة نسابق الزمن لإدخال أكبر عدد من الصروح الطبية العملاقة داخل منظومة التأمين الصحي الشامل، على الرغم من أن محافظتي القاهرة والجيزة غير مدرجتين في هذه المرحلة من المنظومة، إلا أن كل هذه المباني ستكون معتمدة في منظومة التأمين الصحي الشامل، وستقدم الخدمة سواء لسكان القاهرة أو أي محافظة أخري لا تتوافر فيها بعد هذه النوعية من الخدمات.
وفي الختام، توجه الدكتور مصطفى مدبولي، بالشكر لنائب رئيس مجلس الوزراء للتنمية البشرية، وزير الصحة والسكان، والسادة المحافظين، وكل من عمل بهذه المشروعات، قائلاً: شددت على كل شركات المقاولات للإسراع بمعدلات التنفيذ في بعض المشروعات المتأخرة نتيجة لتعقيد الموقع وطبيعة المكان كما ذكرنا سابقاً، إلى جانب وجود مستشفيات تعمل وتقدم خدماتها وتجري بها أعمال التطوير في نفس الوقت، ولكن الجميع وعد بتدارك هذه التأخيرات وسيتم تلبية البرنامج الزمني الموضوع، وبمجرد دخول هذه الصروح إلى الخدمة ستغير من شكل الخدمات الطبية إلى الأحسن.",2026-01-10,Health,FAKE,33.8%,0
وزير الإسكان يتابع موقف تنفيذ أبراج الداون تاون بالعلمين الجديدة,https://elbashayer.com/%d9%88%d8%b2%d9%8a%d8%b1-%d8%a7%d9%84%d8%a5%d8%b3%d9%83%d8%a7%d9%86-%d9%8a%d8%aa%d8%a7%d8%a8%d8%b9-%d9%85%d9%88%d9%82%d9%81-%d8%aa%d9%86%d9%81%d9%8a%d8%b0-%d8%a3%d8%a8%d8%b1%d8%a7%d8%ac-%d8%a7%d9%84/,elbashayer.com,"تفقد المهندس شريف الشربيني، وزير الإسكان والمرافق والمجتمعات العمرانية، حيث تابع موقف تنفيذ مشروع أبراج “الداون تاون” بمدينة العلمين الجديدة، يرافقه مسئولو الوزارة وهيئة المجتمعات العمرانية الجديدة، وجهاز مدينة العلمين الجديدة.
واطَّلع وزير الإسكان، خلال الجولة على معدلات التنفيذ وجميع أعمال الواجهات للأبراج، ومكونات مشروع أبراج “الداون تاون” بمدينة العلمين الجديدة، والذي يتم تنفيذه على غرار أبراج منطقة الأعمال المركزية بالعاصمة الإدارية الجديدة.
ويتكون المشروع من برج أيقوني واحد بعدد 67 طابقًا ارتفاع ٣٠٧م ، بالإضافة إلى عدد (2) طابق بدروم، بإجمالي مساحة بنائية قدرها 460,720 مترًا مربعًا. ويشمل البرج على عدد 743 وحدة سكنية، ووحدات تجارية، وكبائن فندقية بعدد 80 كابينة ومواقف للسيارات.
كنا يتضمن المشروع الأبراج السكنية بواقع أربعة أبراج سكنية ارتفاع ٢٠٠ م بعدد 54 طابقًا لكل برج، بعدد 1,888 وحدة سكنية، بواقع 472 وحدة لكل برج، ووحدات تجارية.
وصعد وزير الإسكان إلى الدور ٦٦ بالبرج الأيقونى، وتابع الأعمال الجاري تنفيذها بالموقع وتشطيب الواجهات في البرج، والتشطيبات الداخلية، كما تابع الموقف الخاص بأعمال المرافق بالمشروع.
كما تابع الوزير الموقف التنفيذي لمشروع بحيرات دارن تاون “اللاجونز” وهو تطوير سياحي وترفيهي فاخر في مدينة العلمين الجديدة، يمتد على 745 فدانًا، مع مساحة تطوير 350 فدانًا ومساحة إجمالية قدرها 636,207 م²، ويعتمد المشروع على شبكة مترابطة من 11 بحيرة صناعية بمساحة مياه إجمالية 226,530 م²، وسبع جزر وظيفية تشمل وحدات إقامة فاخرة، مرافق رياضية وترفيهية، مسرحًا، حدائق مائية، ومناطق فعاليات، ويضم كورنيش بمساحة 222,084 م² للأنشطة التجارية والترفيهية والمسطحات الخضراء، كما يضم 109 مبنى بتصميم متكامل مع المسطحات المائية.
وخلال الجولة، وجه الوزير بحصر الفرص الإستثمارية بالمشروع، وبالأراضي المحيطة به لتعظيم الاستفادة منها وتحقيق المستهدف من تنمية تلك المنطقة.",2026-01-10,Economy,REAL,80.8%,10
وزير الخارجية يتوجه إلى جدة للمشاركة في دورة مجلس وزراء منظمة التعاون الإسلامي,https://elbashayer.com/%d9%88%d8%b2%d9%8a%d8%b1-%d8%a7%d9%84%d8%ae%d8%a7%d8%b1%d8%ac%d9%8a%d8%a9-%d9%8a%d8%aa%d9%88%d8%ac%d9%87-%d8%a5%d9%84%d9%89-%d8%ac%d8%af%d8%a9-%d9%84%d9%84%d9%85%d8%b4%d8%a7%d8%b1%d9%83%d8%a9-%d9%81/,elbashayer.com,"توجه د. بدر عبد العاطي وزير الخارجية والهجرة وشئون المصريين بالخارج، اليوم السبت إلى جدة، وذلك للمشاركة في الدورة الاستثنائية لمجلس وزراء منظمة التعاون الإسلامي حول تطورات الوضع في جمهورية الصومال الفيدرالية.
ومن المقرر أن يلقى وزير الخارجية بيان مصر خلال الاجتماع، ويعقد سلسلة من اللقاءات الثنائية مع عدد من المسؤولين على هامش أعمال الاجتماع.",2026-01-10,Politics,FAKE,32.2%,0
وزير الخارجية يبحث مع نظيره البحريني تعزيز العلاقات بين البلدين,https://elbashayer.com/%d9%88%d8%b2%d9%8a%d8%b1-%d8%a7%d9%84%d8%ae%d8%a7%d8%b1%d8%ac%d9%8a%d8%a9-%d9%8a%d8%a8%d8%ad%d8%ab-%d9%85%d8%b9-%d9%86%d8%b8%d9%8a%d8%b1%d9%87-%d8%a7%d9%84%d8%a8%d8%ad%d8%b1%d9%8a%d9%86%d9%8a-%d8%aa/,elbashayer.com,"جرى اتصال هاتفي بين د. بدر عبد العاطي وزير الخارجية والهجرة وشئون المصريين بالخارج، والدكتور عبد اللطيف الزياني وزير خارجية مملكة البحرين الشقيقة اليوم السبت.
أكد الوزيران خلال الاتصال الحرص المشترك على مواصلة العمل لتعزيز العلاقات السياسية والاقتصادية والاستثمارية بين البلدين، وتكثيف تبادل الزيارات رفيعة المستوى، بما يسهم في خدمة مصالح الشعبين وتعزيز العمل العربي المشترك فى ظل العلاقات الأخوية التى تجمع البلدين الشقيقين.
وتبادل الوزيران الرؤى والتقديرات ازاء عدد من الملفات الإقليمية، حيث أعربا عن التطلع لمواصلة التنسيق والتشاور بما يسهم فى دعم الحلول السياسية والدبلوماسية للأزمات بالمنطقة وإحلال السلام والاستقرار، مؤكدين التزام البلدين بمواجهة التحديات المشتركة بما يحقق مصالح الدول العربية ويعزز التعاون بينها.",2026-01-10,Politics,FAKE,32.2%,0
الرئيس السيسي يوفد مندوبين للتعزية اليوم,https://elbashayer.com/%d8%a7%d9%84%d8%b1%d8%a6%d9%8a%d8%b3-%d8%a7%d9%84%d8%b3%d9%8a%d8%b3%d9%8a-%d9%8a%d9%88%d9%81%d8%af-%d9%85%d9%86%d8%af%d9%88%d8%a8%d9%8a%d9%86-%d9%84%d9%84%d8%aa%d8%b9%d8%b2%d9%8a%d8%a9-%d8%a7%d9%84/,elbashayer.com,أوفد السيد الرئيس عبد الفتاح السيسي، رئيس الجمهورية، كلا من: العميد محمد غريب، للتعزية في وفاة والدة السيد إيهاب رفعت إبراهيم الحديدي، والعميد أحمد البارودي، للتعزية في وفاة الأستاذ الدكتور مراد وهبة جبران، وإبلاغ أسرتيهما خالص عزاء سيادته ومواساته.,2026-01-10,Human Interest,FAKE,46.2%,0
هدف مزيكا للبرنس مرموش مصر تولعها من أول دقيقة,https://elbashayer.com/%d9%87%d8%af%d9%81-%d9%85%d8%b2%d9%8a%d9%83%d8%a7-%d9%84%d9%84%d8%a8%d8%b1%d9%86%d8%b3-%d9%85%d8%b1%d9%85%d9%88%d8%b4-%d9%85%d8%b5%d8%b1-%d8%aa%d9%88%d9%84%d8%b9%d9%87%d8%a7-%d9%85%d9%86-%d8%a3/,elbashayer.com,"عمر مرموش يسجل الهدف الأول لصالح الفراعنة في الدقيقة 3
افتتح عمر مرموش أهداف منتخب مصر مبكرًا في مباراة ربع نهائي كأس أمم أفريقيا 2025 ضد كوت ديفوار، على ملعب أدرار في أغادير.
صناعة إمام عاشور
جاء الهدف بعد تمريرة رائعة من إمام عاشور، الذي مرر كرة ذكية داخل منطقة الجزاء لتجد مرموش المنطلق، ليضعها بسهولة في الشباك ويتقدم الفراعنة بالهدف الأول في الدقيقة 3.
موقف اللقاء
الفراعنة بدأوا بقوة ومن أول لحظة، والهدف المبكر رفع الضغط عن المنتخب، بينما كوت ديفوار بدأت تحاول توازن اللقاء، لكن مصر مسيطرة على إيقاع المباراة منذ البداية.",2026-01-10,Sport,FAKE,34.3%,0
فنربخشة يفوز بالسوبر التركي على جثة جالاتا سراي,https://elbashayer.com/%d9%81%d9%86%d8%b1%d8%a8%d8%ae%d8%b4%d8%a9-%d9%8a%d9%81%d9%88%d8%b2-%d8%a8%d8%a7%d9%84%d8%b3%d9%88%d8%a8%d8%b1-%d8%a7%d9%84%d8%aa%d8%b1%d9%83%d9%8a-%d8%b9%d9%84%d9%89-%d8%ac%d8%ab%d8%a9-%d8%ac%d8%a7/,elbashayer.com,"توج فريق فنربخشة بلقب كأس السوبر التركي بعد تغلبه على غريمه التقليدي جالاتا سراي بنتيجة 2-0، في المباراة التي أقيمت على ملعب أتاتورك الأولمبي ضمن نهائي كأس السوبر لموسم 2024-2025.
فنربخشة يتوج بكأس السوبر التركي
وسجل اللاعب الجديد ماتيو جندوزي الهدف الأول لفنربخشة في الدقيقة 28، قبل أن يضيف جايدن أوستروولدي الهدف الثاني في الدقيقة 48، ليؤكد سيطرة فريقه على مجريات المباراة منذ بدايتها وحتى نهايتها.
وبهذا الانتصار، رفع فنربخشة كأس السوبر للمرة الثانية في تاريخه.
وفي المقابل، فشل جالاتا سراي في الفوز للمرة الثانية على التوالي في نهائي كأس السوبر على ملعب أتاتورك الأولمبي، بعد هزيمته الثقيلة 5-0 أمام بشكتاش في نسخة 2024.
كما تعتبر هذه الهزيمة الرابعة للفريق الأصفر والأحمر أمام فنربخشة في تاريخ البطولة، التي أقيمت تحت أسماء متعددة مثل “كأس الرئاسة” و”كأس رئيس الدولة”، وصولاً إلى اسمها الحالي “كأس السوبر”.",2026-01-10,Sport,REAL,81.8%,10
بث مباشر رابط سريع جدا لمباراة مصر وكوت ديفوار في كاس امم افريقيا,https://elbashayer.com/%d8%a8%d8%ab-%d9%85%d8%a8%d8%a7%d8%b4%d8%b1-%d8%b1%d8%a7%d8%a8%d8%b7-%d8%b3%d8%b1%d9%8a%d8%b9-%d8%ac%d8%af%d8%a7-%d9%84%d9%85%d8%a8%d8%a7%d8%b1%d8%a7%d8%a9-%d9%85%d8%b5%d8%b1-%d9%88%d9%83%d9%88%d8%aa/,elbashayer.com,"يقدم موقع البشاير بثا مباشرا لمباراة منتخب مصر امام كوت ديفوار في ربع نهائي كاس امم افريقيا 2025 والمقامة في المغرب .
مباشر مباراة منتخب مصر وكوت ديفوار اليوم السبت، في إطار منافسات مسابقة كأس امم أفريقيا 2025 بالإضافة إلى كيفية مشاهدة مباراة مصر وكوت ديفوار مباشر في الموقعة المنتظرة، وبالتحديد من قبل عشاق الساحرة المستديرة من كافة أنحاء العالم، وبالأخص محبو الفراعنة والأفيال داخل القارة الأفريقية وفي الوطن العربي.
في هذا الصدد، نوفر لكم من خلال التقرير التالي، بث مباشر مباراة منتخب مصر وكوت ديفوار اليوم السبت، ضمن منافسات بطولة كأس أمم أفريقيا 2025 نتيجة لقوة وأهمية القمة المرتقبة بين العملاقين.
مباشر مباراة منتخب مصر وكوت ديفوار اليوم في كأس أمم أفريقيا 2025
يبدأ بث مباشر مباراة منتخب مصر وكوت ديفوار اليوم السبت، في كأس أمم أفريقيا 2025 على الفور مع سماع صافرة الانطلاق مباشرة ولحظة بلحظة من هنا.
نتيجة مباراة مصر اليوم
ق 1
مباراة مصر ضد ساحل العاج مباشر اليوم
تُقام منافسات مسابقة كأس الأمم الأفريقية 2025 على الأراضي المغربية الشقيقة، حتى الثامن عشر من شهر يناير الجاري، بمشاركة 24 منتخبًا.
جدير بالذكر أن تُوج منتخب كوت ديفوار بلقب بطولة كاس امم افريقيا 2025 الماضية على حساب نظيره العريق نيجيريا.
وسبق وأن عبر منتخب مصر بشكل رسمي إلى منافسات مسابقة كأس العالم 2026 المُقبلة في دول الولايات المتحدة الأمريكية وكندا والمكسيك.
ووقع منتخب مصر ضمن منافسات المجموعة السابعة من بطولة كأس العالم 2026 القادمة رفقة كل من: (بلجيكا- إيران- نيوزيلندا).
ويتجهز منتخب مصر لكرة القدم بقيادة حسام حسن، المدير الفني للفراعنة، من أجل خوض مواجهة مصيرية وحاسمة للغاية أمام نظيره الإيفواري العريق في إطار منافسات مسابقة كأس أمم أفريقيا 2025.
ويُعول منتخب مصر على كتيبته المليئة بالنجوم الشهيرة والعالمية، أمثال محمد صلاح ومواطنه عمر مرموش نجوم الدوري الإنجليزي الممتاز.
بينما على الطرف الآخر، يأمل منتخب كوت ديفوار في مباراة منتخب مصر اليوم السبت، أن يُحرج كتيبة العميد حسام حسن محققًا الانتصار الثمين والهام، معتمدًا على كوكبته الفذة أمثال اللاعب أماد ديالو جناح فريق مانشستر يونايتد الإنجليزي.
وانتصر منتخب مصر لكرة القدم على نظيره الزيمبابوي بهدفين مقابل هدف، ضمن منافسات الجولة الأولى بدور المجموعات، ثم تفوق المنتخب المصري على العملاق الجنوب أفريقي بهدف دون مقابل، في الجولة الثانية، وأخيرًا تعادل سلبي أمام أنجولا، ثم تخطى الفراعنة عقبة بنين في الدور ثمن النهائي بنتيجة 3-1 بعد التمديد.
فيما تصدر منتخب ساحل العاج جدول ترتيب مجموعته بعد الفوز على الجابون وموزمبيق والتعادل أمام الكاميرون، ثم إقصاء بوركينا فاسو في دور الـ 8 بثلاثية نظيفة.
ويقابل الفائز من مباراة مصر ضد ساحل العاج في المربع الذهبي نظيره السنغالي، المنتصر على مالي بهدف دون رد، مساء أمس الجمعة.
مباشر مباراة منتخب مصر وكوت ديفوار اليوم في كأس أمم أفريقيا 2025آخرون
مباشر مباراة منتخب مصر وكوت ديفوار اليوم في كأس أمم أفريقيا 2025
موعد مباراة مصر وكوت ديفوار في ربع نهائي كأس أمم أفريقيا 2025
موعد مباراة مصر وكوت ديفوار في ربع نهائي كأس أمم أفريقيا 2025 من المقرر أن يكون اليوم السبت، الموافق العاشر من شهر يناير الجاري، وبخاصة في تمام الساعة التاسعة مساءً بتوقيت القاهرة، والساعة العاشرة مساءً بتوقيت السعودية
أما موعد مباراة منتخب مصر وكوت ديفوار اليوم السبت، يوافق الساعة العاشرة مساءً، بتوقيت القطرية الدوحة.
ويستضيف ملعب «أدرار» في مدينة أكادير المغربية، مباراة مصر ضد ساحل العاج اليوم السبت، ضمن منافسات الدور ربع النهائي من مباريات كاس امم افريقيا 2025.
مباشر مباراة منتخب مصر وكوت ديفوار اليوم في كأس أمم أفريقيا 2025آخرون
مباشر مباراة منتخب مصر وكوت ديفوار اليوم في كأس أمم أفريقيا 2025
القنوات الناقلة لمباراة مصر وكوت ديفوار بث مباشر اليوم في بطولة أمم أفريقيا 2025
يمكنكم مشاهدة مباراة مصر وكوت ديفوار بث مباشر اليوم السبت، في بطولة أمم أفريقيا 2025 من خلال شاشة شبكة قنوات بي إن سبورتس القطرية والمشفرة، وتحديدًا قناة بي ان ماكس 1 و2 و3 و4
بالإضافة إلى أنه يمكن لعشاق الفراعنة مشاهدة ماتش منتخب مصر بث مباشر اليوم السبت، ضد منتخب كوت ديفوار عن طريق شبكة قنوات المغربية الأرضية، والتي لا تتوفر عبر القمر الصناعي نايل سات.
مباشر مباراة منتخب مصر وكوت ديفوار اليوم في كأس أمم أفريقيا 2025آخرون
مباشر مباراة منتخب مصر وكوت ديفوار اليوم في كأس أمم أفريقيا 2025
كيفية مشاهدة مباراة منتخب مصر بث مباشر اليوم في أمم أفريقيا 2025 عبر الإنترنت؟
يمكن أيضًا مشاهدة مباراة منتخب مصر بث مباشر اليوم السبت، أمام ساحل العاج في أمم أفريقيا 2025 عبر الإنترنت، عن طريق تطبيق تود الشهير والمدفوع الأجر.
معلق مباراة مصر وكوت ديفوار اليوم في بطولة أفريقيا 2025
معلق مباراة مصر وكوت ديفوار اليوم السبت، في بطولة أفريقيا 2025 هو المُذيع الرياضي المصري الشهير علي محمد علي، بتكليف من شبكة قنوات بي إن سبورتس القطرية.
حكم مباراة مصر وكوت ديفوار اليوم
يُدير الحكم الجزائري المُخضرم مصطفى غربال، مباراة مصر وكوت ديفوار اليوم السبت، ضمن منافسات بطولة كأس الأمم الأفريقية 2025.
قائمة منتخب مصر ضد ساحل العاج
حراسة المرمى: محمد الشناوي- مصطفى شوبير- أحمد الشناوي- محمد صبحي.
خط الدفاع: محمد هاني- أحمد عيد- رامي ربيعة- خالد صبحي- ياسر إبراهيم- محمد إسماعيل- حسام عبدالمجيد- محمد حمدي- أحمد فتوح.
وسط الميدان: مروان عطية- حمدي فتحي- مهند لاشين- محمود صابر- محمد شحاتة- إمام عاشور- أحمد سيد زيزو- محمود حسن تريزيجيه- إبراهيم عادل- مصطفى فتحي- عمر مرموش- محمد صلاح.
خط الهجوم: مصطفى محمد- صلاح محسن- أسامة فيصل.
تشكيل منتخب كوت ديفوار ضد مصر اليوم
الحارس الأساسي: يحيى فوفانا.
الدفاع: غيسلان كونان- كوسونو- دوي جويلا- إيفان.
خط الوسط: فرانك كيسيه- إبراهيم سانجاري- إيناو.
الهجوم: أماد ديالو- إيفان جويساند- يان ديوماندي.
تشكيل منتخب مصر ضد كوت ديفوار اليوم في ربع نهائي كأس أمم أفريقيا 2025
يأتي تشكيل منتخب مصر ضد كوت ديفوار اليوم السبت، في إطار منافسات ربع نهائي كأس أمم أفريقيا 2025 كالآتي، طبقًا لأفكار واختيارات حسام حسن، المدير الفني للمنتخب الوطني.
حراسة المرمى في تشكيلة منتخب مصر محمد الشناوي
رباعي خط الدفاع محمد هاني- رامي ربيعة- ياسر إبراهيم- حسام عبدالمجيد- أحمد فتوح
وسط الميدان مروان عطية- حمدي فتحي- إمام عاشور
ثلاثي خط الهجوم محمد صلاح- عمر مرموش",2026-01-10,Unknown,FAKE,35.5%,0
ركلات الترجيح تنقذ نيوكاسل يونايتد في كأس إنجلترا,https://elbashayer.com/%d8%b1%d9%83%d9%84%d8%a7%d8%aa-%d8%a7%d9%84%d8%aa%d8%b1%d8%ac%d9%8a%d8%ad-%d8%aa%d9%8f%d9%86%d9%82%d8%b0-%d9%86%d9%8a%d9%88%d9%83%d8%a7%d8%b3%d9%84-%d9%8a%d9%88%d9%86%d8%a7%d9%8a%d8%aa%d8%af-%d9%81/,elbashayer.com,"حسم نيوكاسل يونايتد فوزًا صعبًا في المباراة التي خاضها أمام بورنموث، في إطار مواجهات دور الـ 64 من مسابقة كأس الاتحاد الإنجليزي.
وشهدت المباراة التي جمعت بين الطرفين إثارة من نوع مختلف، بعد الدخول في الأشواط الإضافية، ثم خوض ركلات الترجيح.
وأحرز الهدف الأول في المباراة هارفي بارينيس في الدقيقة 50 من عمر اللقاء، خلال أحداث الشوط الثاني لصالح فريق نيوكاسل يونايتد.
وتعادل أليكس سكوت في الدقيقة 62 من عمر اللقاء لصالح بورنموث، بتمريرة من قبل فرانشيسكو.
وأضاف فريق بورنموث الهدف الثاني في الدقيقة 68 عن طريق ديفيد بروكس، حيث كادت المباراة أن تنتهي بخسارة نيوكاسل يونايتد، إلا أن أنتوني جوردون أعاد الأمل لصالح فريقه، عن طريق التسجيل في الدقيقة 95 بهدف قاتل.
وصعدت المباراة إلى الأشواط الإضافية، حيث شهدت تسجيل بارينيس هدف نيوكاسل الرابع في المباراة بالدقيقة 118، ثم تعادل مجددًا فريق بورنموث في الدقيقة 120 في اللحظات الأخيرة.
وكانت ركلات الترجيح هي الحاسمة لتلك المباراة، إذ فاز نيوكاسل يونايتد بنتيجة 7-6، ليصعد رسميًا إلى الدور المقبل في البطولة بعد مباراة صعبة.",2026-01-10,Sport,REAL,81.8%,10
