Title,Link,website,Article_Text,date,topic,classification,confidence_score,fact_check_score
غرف الرعاية المركزة بين طمأنة الإحصائيات وأنين الانتظار,https://www.shorouknews.com/news/view.aspx?cdate=10012026&id=3d7164aa-85a6-47a9-bf98-e0669b30b5fc,shorouknews.com,"بين الأرقام الرسمية التى تشير إلى وضع آمن للرعايات المركزة فى مصر، وبين أنين المرضى على أعتاب غرف الطوارئ، تبرز فجوة مؤلمة تدفع ثمنها أسر مصرية فقدت ذويها فى لحظات انتظار قاسية.
ففى الوقت الذى تعلن فيه وزارة الصحة عن طفرة فى أعداد أسرّة الرعاية المركزة وتخطيط علمى لتوزيعها، تروى طرقات المستشفيات قصصا لم تنتهِ بالشفاء، بل برحيل صامت خلفته قوائم الانتظار.
وسط جدران قسم الطوارئ بمستشفى النيل التابعة للتأمين الصحى، وفى تلك المساحة الضيقة الفاصلة بين الأمل والقدر، بدأت وانتهت فصول مأساة (أحمد. ر) برحيل والد زوجته، لتجسد أزمة البحث عن سرير رعاية مركزة فى قصة إنسانية يملؤها الألم والانتظار الذى لا ينتهى إلا برحيل مرّ.
بصوت يتهدج بالحزن يروى أحمد تفاصيل تلك الساعات الأخيرة، قائلا إن والد زوجته خاض صراعًا طويلًا مع مرض القلب، وفى المرة الأخيرة التى دخل فيها المستشفى، كان جسده المتعب يرسل إشارات الاستغاثة النهائية؛ حيث أكد الأطباء فور وصوله ضرورة نقله إلى وحدة الرعاية المركزة بشكل عاجل لإنقاذ ما يمكن إنقاذه.
ومع تزايد وتيرة القلق، لجأ أحمد إلى المسارات الرسمية، حيث تم تسجيل طلب توفير سرير رعاية عبر الخط الساخن (137) المخصص لهذا الغرض، وبدأ عداد الوقت الذى لا يرحم فى الدوران، إلا أن الانتظار طال، وبقى المريض يصارع أنفاسه داخل غرفة الطوارئ، بينما تتسارع دقات قلبه المنهك فى انتظار فرصة للحياة داخل العناية المركزة.
ويقول أحمد بحزن شديد إن المريض ظل قابعًا فى الطوارئ لمدة يوم ثم رعاية الطوارئ لعدة ساعات، يترقب فيها الجميع توفير السرير المنشود، وبعد توفر السرير تأخرت الإسعاف لعدة ساعات أخرى، وكان القدر أسرع من الإجراءات، إذ توفاه الله وهو لا يزال على قائمة الانتظار، ليرحل قبل أن تطأ قدماه وحدة الرعاية.
وفى ممرات استقبال مستشفى هليوبوليس، حيث يمتزج ضجيج الطوارئ بصمت الانتظار القاتل، عاشت (آية. ف) أصعب 48 ساعة فى حياتها، وهى تشاهد والدها يصارع الموت فى انتظار سرير لم يأتِ إلا بعد فوات الأوان.
تروى آية بمرارة تفاصيل تلك المأساة، مشيرة إلى أن والدها تعرض لأزمة قلبية حادة ومفاجئة، مما دفع الأسرة لنقله على الفور إلى مستشفى هليوبوليس التابع للمؤسسة العلاجية بوزارة الصحة، لكونه الأقرب إلى منزلهم ولإنقاذ ما يمكن إنقاذه فى تلك اللحظات الحرجة.
وعند وصولهم، اصطدمت الآمال بالواقع الإجرائى؛ حيث أكدت إدارة المستشفى أن دخول وحدة الرعاية المركزة يتطلب حتما التسجيل عبر الخط الساخن المخصص للرعايات، وهو ما تم بالفعل لتبدأ رحلة حبس الأنفاس والترقب التى استمرت لمدة يومين كاملين داخل أروقة الاستقبال.
وتقول آية بحزن: بعدما سجلنا على الخط الساخن، ظننت أن الإجراءات ستسير بسرعة وأن والدى سيجد الرعاية التى يحتاجها ليبقى معنا، لكن الساعات كانت تمر وهو يذبل أمام أعيننا فى الاستقبال، ولم تمض الأيام المحدودة حتى لفظ الأب أنفاسه الأخيرة، ليرحل عن عالمنا قبل أن يدرك سرير الرعاية المركزة الذى انتظره يومين كاملين.
وفى مشهد تملؤه لوعة الفقد وعجز الحيلة، يروى (عمر. ع) فصلا مأساويا من فصول المعاناة التى انتهت برحيل والدته أمام عينيه، داخل أروقة مستشفى معهد ناصر التابع لوزارة الصحة والسكان، بينما كانت فى أمسّ الحاجة لسرير داخل وحدة الرعاية المركزة لإنقاذ حياتها.
يشير عمر، بمرارة إلى أن والدته كانت قد أتمت رحلة علاجها من السرطان وتماثلت للشفاء تماما، لكن فرحة النجاة لم تدم طويلا، إذ داهمتها حالة مرضية طارئة استدعت نقلها بشكل فورى إلى المستشفى، وهناك أكد الأطباء أن حالتها حرجة وتتطلب تدخلا عاجلا داخل وحدة الرعاية المركزة.
وبينما كان أحمد، يتشبث بالأمل فى أن تستعيد والدته عافيتها مجددا بعد أن هزمت السرطان، اصطدم بواقع نقص الأسرّة المتاحة، لتمضى الدقائق والساعات ثقيلة وقاسية، وبينما هو ينتظر معجزة توفر مكان لها، تدهورت حالتها سريعا لتلفظ أنفاسها الأخيرة خلال ساعات قليلة من وصولها للمستشفى، وقبل أن تجد سريرا يمنحها فرصة أخرى للحياة.
من جانبه قال المتحدث الرسمى لوزارة الصحة والسكان، حسام عبدالغفار، إن مشكلة الرعايات المركزة فى مصر تكمن فى طريقة الاستخدام، حيث يتم حجز أغلب المرضى فى تلك الرعايات دون الحاجة الفعلية لذلك، مما يتسبب فى إشغال كبير للأسرّة وضغط على المنظومة.
وأضاف عبد الغفار فى تصريحات لـ«الشروق»، أن المريض من المفترض أن يخرج من الرعاية المركزة إلى الأقسام الداخلية بمجرد استقرار حالته، وهو النظام المتبع والمعمول به عالميا، ولكن ما يحدث فى الواقع هو حجز المريض داخل الرعاية المركزة حتى الشفاء تماما، ليخرج المريض من الرعاية إلى المنزل مباشرة.
وأشار إلى وجود بعض الحالات التى يتم حجزها لمدة شهور داخل غرف الرعاية رغم عدم حدوث أى تطور فى حالتها الصحية أو حاجتها لتدخلات الرعاية المركزة الفائقة، وضرب مثالا بمرضى الشلل الرباعى الذين قد يشغلون أسرّة الرعاية لفترات طويلة دون وجود ضرورة طبية تستدعى ذلك، مما يؤثر على الفرص المتاحة للمرضى ذوى الحالات الحرجة والطارئة.
ولفت عبدالغفار، إلى أن الوزارة تعمل حاليا على حل أزمة استخدام الرعايات عبر ثلاثة محاور أساسية، يشمل المحور الأول العمل على التوزيع العادل للرعايات وتوفيرها فى جميع المحافظات لضمان عدم تركيزها فقط فى محافظتى القاهرة والجيزة.
ويتضمن المحور الثانى تكثيف تدريب الأطباء على كيفية التعامل مع الحالات المرضية المختلفة داخل الأقسام الداخلية، لضمان عدم حجز الحالات بشكل مباشر داخل الرعايات دون وجود ضرورة طبية تستدعى ذلك.
ويضيف: المحور الثالث يرتكز على رفع جودة الأقسام الداخلية بالمستشفيات وتزويدها بكل المعدات والأجهزة اللازمة التى تمكن الأطباء من معالجة مختلف الحالات داخل القسم الداخلى بكفاءة عالية دون الحاجة لنقلها إلى الرعاية المركزة.
وأكد عبد الغفار، أن مصر حاليا فى وضع جيد جدا من حيث الكثافة الإجمالية لأسرّة الرعاية المركزة بنسبة 12.2 لكل 100 ألف مواطن، ومقبول جدا فى الحضانات بنسبة 3.74 لكل ألف ولادة، مشيرا إلى أن الوضع الحالى والتشغيلى الأمثل لأسرة الرعاية المركزة والرعايات المتخصصة تم تحديده بناء على البيانات الحديثة من منظمة الصحة العالمية، والبنك الدولى، وتقارير وزارة الصحة المصرية حتى ديسمبر 2025.
ولفت عبدالغفار، إلى أنه تم تطبيق المعايير العالمية والإقليمية السابقة على مصر لتحديد الوضع التشغيلى الأمثل باستخدام عدد السكان المقترح (120 مليون)، مع تأكيد من تقديرات الأمم المتحدة بـ118.4 مليون فى 2025 وهى زيادة طفيفة لا تؤثر على التقديرات، مع بلوغ عدد الولادات الحية السنوية ما بين 1.96 إلى 2 مليون فى 2024-2025.
وأوضح عبدالغفار، أن المعايير الأمثل تعتمد على توفير 8.7 سرير رعاية مركزة للكبار لكل 100 ألف نسمة عالميًا، أو ما بين 11 إلى 15 فى إقليم شرق المتوسط، وتوفير 0.8 سرير رعاية مركزة أطفال لكل 10 آلاف طفل فى الفئة العمرية من 0 إلى 17 سنة والذين يمثلون حوالى 30% من السكان أى نحو 36 مليون طفل، بالإضافة إلى توفير 4.0 أسرّة رعاية مركزة لحديثى الولادة (NICU) لكل ألف ولادة حية فى إقليم شرق المتوسط مع وجود 20% كاحتياطى، وتخصيص 25-30% من إجمالى الرعاية المركزة لرعاية القلب، مع وجود 4.4 طبيب قلب لكل 50 سريرا.
وكشف عبدالغفار، عن امتلاك وزارة الصحة والسكان 7 آلاف و660 سرير رعاية مركزة للكبار والأطفال، وتمتلك المستشفيات الجامعية نحو 5 آلاف سرير، بينما يمتلك القطاع الخاص 6 آلاف و538 سرير رعاية و3 آلاف و500 حضانة.
وذكر عبدالغفار، أن الإجمالى الكلى لأسرّة الرعاية المركزة تصل إلى 14 ألفا و660 سريرا، بينها 1.460 سرير رعاية مركزة أطفال (PICU)، وبذلك تصل الكثافة الحالية للكبار والأطفال مجتمعين إلى 12.2 سرير رعاية مركزة لكل 100,000 نسمة، وهى نسبة أعلى من المتوسط العالمى البالغ 8.7، وفى نطاق متوسط إقليم شرق المتوسط الذى يتراوح بين 11 و15 سريرا.
أما فيما يخص الحضانات وحديثى الولادة، فتمتلك وزارة الصحة 5 آلاف و435 حضانة، وتمتلك المستشفيات الجامعية 1200 حضانة، والقطاع الخاص 700 حضانة، ليصل الإجمالى الكلى إلى 7 آلاف و335 حضانة، مما يجعل الكثافة الحالية تبلغ 3.74 حضانة لكل ألف ولادة حية، وهى نسبة قريبة جدا من معيار إقليم شرق المتوسط البالغ 4.0، وأعلى من المتوسط العالمى البالغ 2.4 حضانة.
وفى الدول عالية الدخل مثل الولايات المتحدة وأوروبا المتقدمة، يتراوح متوسط عدد أسرّة العناية المركزة بين 20 إلى أكثر من 30 سريرًا لكل 100 ألف نسمة، على سبيل المثال: الولايات المتحدة حوالى 20 سريرًا لكل 100 ألف نسمة، وأحيانًا أعلى فى بعض الدول الأوروبية المتقدمة.
أما فى الدول متوسطة الدخل يكون الرقم أقل من ذلك بكثير، وقد يصل إلى حوالى 10–15 سريرًا لكل 100 ألف نسمة، فى دول مثل إيران وكوريا الجنوبية.
وفى الدول منخفضة الدخل غالبًا يكون الرقم صغيرًا جدًا، وقد يصل إلى أقل من 5 أسرّة لكل 100 ألف نسمة.",2026-01-10,Disaster and Accident,FAKE,32.9%,0
أحمد موسى نيجيريا خطفت الجزائر في 10 دقائق ولدينا ثقة في وصول منتخبنا إلى النهائي,https://www.shorouknews.com/news/view.aspx?cdate=10012026&id=14e09aed-83d5-4af5-9d69-2fff933b57e1,shorouknews.com,"دعا الإعلامي أحمد موسى، إلى الثقة الكاملة في اللاعبين والجهاز الفني للمنتخب الوطني لكرة القدم بقيادة الكابتن حسام حسن.
وشدد خلال برنامج «على مسئوليتي» المذاع عبر «صدى البلد» على مكانة المنتخب المصري التاريخية في بطولة الأمم الإفريقية، قائلا: «إحنا أبطال هذه القارة، وإحنا ملوك إفريقيا، وعندنا سبع بطولات، كوت ديفوار تواجه أكبر منتخب في القارة، وكبير القارة الإفريقية».
وأعرب عن أمله في حصد اللقب الثامن، مؤكدا أن منتخب مصر يمتلك «رجالة محترمين ومديرا فنيًا على أعلى مستوى» قادرًا على تحقيق الفوز، قائلا: «ثقتنا أولا في المولى سبحانه وتعالى، ثم عندنا ثقة في كل ولادنا ورجالتنا، وإن شاء الله سنصل إلى النهائي ولازم يكون عندنا هذه الثقة».
وأشار إلى أن منتخب نيجيريا أثبت قوته بعد أن نجح في الفوز على منتخب الجزائر والتأهل إلى الدور نصف النهائي، قائلا: «نيجيريا قوية جدًا، منتخب رهيب، خطف الجزائر في 10 دقائق».
واستشهد بالتفوق التاريخي لمصر في مواجهاتها مع كوت ديفوار، قائلا :«إحنا فايزين عليه 10 مرات، وهو فاز علينا مرة واحدة»، مشيرا إلى الفوز الساحق 4-1 في بطولة 2008، والفوز في نهائي 2006 على أرض مصر.",2026-01-10,Sport,REAL,74.6%,10
شركات الدواء مهددة بأزمة نقص في السيولة مع بدء تطبيق منظومة التتبع الإلكتروني,https://www.shorouknews.com/news/view.aspx?cdate=10012026&id=67c7672c-2eff-4f80-9e54-3432bff6ef6e,shorouknews.com,"كشف علي عوف، رئيس شعبة الدواء باتحاد الغرف التجارية، أن شركات الدواء باتت مهددة بنقص حاد في معدلات السيولة المالية، مع بدء هيئة الدواء المصرية في تشغيل المنظومة الإلكترونية الموحدة للتتبع الدوائي.
وتستعد هيئة الدواء بداية من الشهر الجاري لتطبيق منظومتها الجديدة للتتبع الدوائي والتي تستهدف من خلالها إحكام الرقابة على الأدوية المنتجة والمباعة بالأسواق ومنع عمليات الغش الدوائي، حيث سيتم منح كل عبوة دواء منتجة كود تعريفي يحدد مسارها من المصنع وصولاً للمريض.
وقال علي عوف خلال تصريحات لـ ""الشروق""، إن المنظومة الجديدة التي تستعد هيئة الدواء لتطبيقها هي منظومة جيدة وتضمن حماية المرضى ووصول الدواء آمن لهم، وعدم حدوث غش دوائي وهناك ترحيب شديد من سوق الدواء بتطبيقها، ولكن الخلاف يأتي في أن هيئة الدواء تريد عند تطبيق المنظومة أن يتم حصر عمليات توزيع الدواء بين المصانع المنتجة، وشركات التوزيع الكبرى، والصيدليات فقط، حتى تحكم السيطرة على عملية توزيع الدواء وتقصرها على سلاسل محددة حتى تستطيع تتبعها.
وأضاف عوف أن حصر عمليات توزيع الدواء على الشركات الكبرى فقط في سوق التوزيع، يعني خروج مخازن الدواء الصغيرة والمتوسطة من سوق توزيع الدواء والمقدر عددهم بنحو 500 مخزن منتشرين في أنحاء الجمهورية.
وبحسب عوف، فإن تلك المخازن تلعب دوراً هاماً في عمليات توزيع الدواء بالسوق المصري، خاصة بعد إفلاس الشركة المتحدة للصيدلة إثر عمليات تراكم مديونيات تجاوزت المليارات من الجنيهات. وتقوم المخازن بشراء الأدوية من شركات التوزيع الكبرى؛ لتساعدها على توصيل الدواء لجميع أنحاء الجمهورية نظراً لفروعها المنتشرة في جميع المحافظات على عكس الشركات الكبرى التي تكون انتشارها محدوداً في المحافظات الرئيسية، كما أصبحت مصدر هام لتوفر السيولة لسوق الدواء، حيث أن جميع مشترياتها من الدواء تكون نقدية وليس عن طريق شيكات تؤجل الدفع كما يحدث مع الصيدليات والمستشفيات.
وقال عوف، ""خروج تلك المخازن من سوق الدواء يهدد بنقص سيولة حاد بالسوق لا يقل عن 200 مليار جنيه، مما يهدد بتوقف مصانع الدواء عن الإنتاج، خاصة أن السيولة التي كانت توفرها تلك المخازن لشركات التوزيع الكبرى كانت تسمح لها بسداد قيمة مشترياتها من مصانع الأدوية، وهو ما يضمن للمصانع الاستمرار في شراء مستلزمات الإنتاج وتوفير الدواء"".
وأضاف عوف، أن شركات التوزيع الكبرى ومصانع الأدوية ليس لديها بدائل لتوفر السيولة إلا عن طريق المخازن، خاصة مع تراكم ديون هيئة الشراء الموحد عليها لتلك الشركات والتأخر في سداد مستحقاتهم من قيمة الأدوية التي وردت، والتي تتجاوز حجمها المليارات من الجنيهات، مشيراً إلى أن ذلك سيؤدي إلى تعطل إنتاج الدواء في عدد من المصانع، وتعمق أزمة نقص الدواء.
وبحسب تصريحات سابقة لرئيس هيئة الدواء المصرية علي الغمراوي، بلغ حجم سوق الدواء نحو 300 مليار جنيه خلال 2024، بينما توقع أن يتجاوز 400 مليار جنيه خلال 2025.
وعانى السوق المصري من نقص حاد في كثير من أصناف الدواء خلال الفترة الماضية، في ظل رفض هيئة الدواء طلبات شركات برفع الأسعار، مع التأكيد على أن جميع الأدوية الناقصة بالسوق لها بدائل محلية.",2026-01-10,Economy,REAL,78.8%,10
بعد يومين من الزفاف وفاة عروس وإصابة زوجها بحالة حرجة اختناقا بغاز السخان بكفر الزيات,https://www.shorouknews.com/news/view.aspx?cdate=10012026&id=a561c235-0c9f-4786-bb0d-56b237908a2f,shorouknews.com,"لقيت عروس بقرية كفر يعقوب التابعة لمركز كفر الزيات مصرعها، فيما أُصيب زوجها باختناق شديد، وتم نقله إلى العناية المركزة في حالة حرجة، إثر استنشاقهما غاز السخان أثناء استحمامهما داخل حمام منزلهما بالقرية، وذلك بعد يومين فقط من زفافهما.
كانت الأجهزة الأمنية بمديرية أمن الغربية قد تلقت إخطارًا من شرطة النجدة، بورود بلاغ من الأهالي بقرية كفر يعقوب، يفيد بعثورهم على عامل يبلغ من العمر 23 سنة في حالة إغماء، وعروسه البالغة من العمر 18 سنة متوفاة داخل حمام منزلهما.
وعلى الفور، انتقلت الأجهزة الأمنية وقوة أمنية من المباحث الجنائية بدائرة قسم شرطة مركز كفر الزيات، برئاسة المقدم أحمد شيحة رئيس مباحث كفر الزيات، والرائد أحمد أبو إسماعيل معاون المباحث، إلى موقع البلاغ.
وبالمعاينة، تبين استنشاقهما لغاز السخان أثناء الاستحمام بالمنزل، وأنه لم يمضِ على زفافهما سوى يومين. وبندب مفتش الصحة، تبين وفاة الزوجة متأثرة بذلك، وتم نقلها إلى مشرحة مستشفى كفر الزيات العام، فيما أُصيب الزوج بهبوط حاد وإغماء، وتم نقله إلى العناية المركزة بالمستشفى في حالة حرجة.
وتم تحرير محضر بالواقعة، وقررت جهات التحقيق سرعة طلب تحريات المباحث حول الواقعة، وسؤال شهود العيان، وندب الطب الشرعي لبيان الصفة التشريحية للعروسة، واستدعاء أسرتيهما لسؤالهم تمهيدًا لاستخراج تصريح بالدفن.",2026-01-10,Crime,REAL,78.4%,10
الممثلة العليا للاتحاد الأوروبي نتفق مع مصر على رفض تهجير سكان غزة,https://www.shorouknews.com/news/view.aspx?cdate=10012026&id=a2aae0cc-9d33-4d1b-8342-faea17cd8412,shorouknews.com,"قالت الممثلة العليا للاتحاد الأوروبي للشئون الخارجية والسياسة الأمنية ونائبة رئيس المفوضية الأوروبية، كايا كالاس، إن الاتحاد الأوروبي لا يدعم تهجير سكان قطاع غزة أو احتلال الأراضي بما يخالف القانون الدولي، مؤكدة توافق الاتحاد مع الموقف المصري في هذا الشأن.
وأضافت خلال لقاء خاص مع الإعلامية مارينا المصري، على قناة القاهرة الإخبارية، أن التحدي يكمن في الأدوات المتاحة للتأثير في ظل الدعم الأمريكي لما تقوم به إسرائيل، واصفة الأمر بأنه بالغ الصعوبة.
وشددت على أهمية التعاون والعمل المشترك مع الشركاء الإقليميين لمواجهة هذه التحديات.
وأكدت أن مصر تُعد شريكًا بالغ الأهمية للاتحاد الأوروبي في منطقة الشرق الأوسط، لا سيما في الجهود الدبلوماسية المتعلقة بالأزمات المختلفة في السودان واليمن وسوريا وغزة.
وأشارت إلى الدور المحوري الذي تلعبه القاهرة في هذه الملفات، إلى جانب التعاون القائم بين الجانبين في ملف الهجرة القادمة من إفريقيا.",2026-01-10,Politics,FAKE,32.2%,0
كايا كالاس تعزيز التعاون مع مصر في الأمن والتجارة والهجرة أولوية للاتحاد الأوروبي,https://www.shorouknews.com/news/view.aspx?cdate=10012026&id=b2b79649-ce1a-4900-b436-e81b4ee05173,shorouknews.com,"قالت الممثلة العليا للاتحاد الأوروبي للشئون الخارجية والسياسة الأمنية ونائبة رئيس المفوضية الأوروبية كايا كالاس، إن أمن المنطقة والتعاون المشترك مع مصر يمثلان أولوية للاتحاد الأوروبي.
وأضافت خلال لقاء خاص مع الإعلامية مارينا المصري، على قناة القاهرة الإخبارية، أنها ناقشت مع الرئيس عبد الفتاح السيسي سبل تعزيز هذا التعاون في مختلف المجالات.
وأوضحت أنّ العلاقات التجارية بين الاتحاد الأوروبي ومصر قوية، وتوجد فرص كبيرة لتطويرها على نحو أوسع، إلى جانب إمكانات كبيرة لتعزيز التواصل بين الشعوب مؤكدة أن هناك الكثير مما يمكن إنجازه في هذا الإطار.
وفيما يتعلق بملف الهجرة، أفادت المسئولة الأوروبية وجود تعاون وثيق مع مصر، مشددة على أن من مصلحة الطرفين وضع قواعد واضحة للهجرة الشرعية، ومعالجة الأسباب الجذرية للهجرة.
ولفتت إلى أن الأفراد لا يغادرون أوطانهم إلا اضطرارًا بسبب نقص فرص العمل أو سبل العيش أو بسبب النزاعات والحروب، وهو ما يتطلب التعامل مع هذه القضايا بشكل شامل.",2026-01-10,Economy,REAL,78.8%,10
الممثلة العليا للاتحاد الأوروبي استقرار الشرق الأوسط مصلحة مشتركة ونثمن دور مصر المحوري,https://www.shorouknews.com/news/view.aspx?cdate=10012026&id=b2f5d3a4-1da8-4287-9535-4c6c8d47a22e,shorouknews.com,"قالت الممثلة العليا للاتحاد الأوروبي للشئون الخارجية والسياسة الأمنية ونائبة رئيس المفوضية الأوروبية، كايا كالاس، إن العالم يعيش حالة شديدة من الاضطراب، سواء في منطقة الشرق الأوسط أو في أوروبا، ما يجعل النقاشات المتعلقة بسياسات الأمن والدفاع بالغة الأهمية في المرحلة الراهنة.
وأضافت خلال لقاء خاص مع الإعلامية مارينا المصري، على قناة القاهرة الإخبارية، أن المصالح المشتركة، وعلى رأسها الأمن البحري في البحر الأحمر، تؤثر على جميع الأطراف.
وأوضحت أن قواعد التجارة العالمية تنعكس آثارها على أوروبا بالقدر نفسه الذي تؤثر به على دول المنطقة، وهو ما يدفع الجانبين إلى البحث عن مجالات أوسع للتعاون المشترك.
وأشادت المسئولة الأوروبية بالدور الذي تلعبه مصر في المسارات الدبلوماسية المختلفة، لا سيما فيما يتعلق بالأوضاع في السودان وغزة ولبنان وسوريا واليمن، مؤكدة أن الاتحاد الأوروبي يعمل مع القاهرة انطلاقًا من قناعة بأن استقرار المنطقة يصب في مصلحة الجميع.
",2026-01-10,Politics,FAKE,32.2%,0
نيجيريا تهزم الجزائر وتتأهل لمواجهة المغرب في نصف نهائي أمم إفريقيا,https://www.shorouknews.com/news/view.aspx?cdate=10012026&id=57f0bbd9-22fe-4e39-ae18-b313da441c22,shorouknews.com,"تأهل المنتخب النيجيري لنصف نهائي كأس الأمم الإفريقية، بعد الفوز على نظيره المنتخب الجزائري بنتيجة 2-0، في المباراة التي تجمع المنتخبين مساء اليوم، السبت، على ملعب مراكش، ضمن منافسات الدور ربع النهائي من بطولة أمم إفريقيا 2025، والتي يستضيفها المغرب خلال الفترة الحالية وحتى 18 يناير الجاري.
سجل هدفي المنتخب النيجيري فيكتور أوسيمين في الدقيقة 47، ثم أكور آدامز في الدقيقة 57، بعدما انتهى الشوط الأول بالتعادل السلبي.
وضرب المنتخب النيجيري موعدًا ناريًا في نصف النهائي مع المنتخب المغربي، والذي تأهل أمس الجمعة بالفوز على الكاميرون 2-0، وتقام مباراة نصف النهائي يوم الأربعاء المقبل، على ملعب مولاي الأمير عبد الله.
بدأت المباراة قوية من النسور النيجيرية وسيطروا على مجريات الشوط الأول وكان الأخطر والأقرب للتسجيل في أكثر من مرة لولا تألق الدفاعات الجزائرية، والحارس لوكا زيدان.
من جهته اعتمد المنتخب الجزائري على التكتل الدفاعي أمام الهجوم القوي للمنتخب النيجيري مع الهجمات المرتدة والي لم تخلق أي فرصة خطيرة على مرمى نيجيريا.
وفي الدقيقة 11 طالب لاعبوا الجزائر بركلة جزاء بعد اصطدام الكرة بيد أجايي مدافع نيجيريا داخل منطقة الجزاء، ولكن الحكم رفض احتساب الكرة ولم يرجع لتقنية الفيديو.
وكانت أخطر فرص الشوط الأول في الدقيقة 29 بعد كرة عرضية وخروج خاطئ من حارس مرمى الجزائر، ولكن تألق رامي بن سبعيني وأنقذ الكرة من على خط المرمى، ليمنع منتخ نيجيريا من الهدف الأول.
كما أهدر أكور آدامز انفراد محقق في نهاية الشوط الأول، بعدما سدد الكرة أعلى من عارضة لوكا زيدان، حارس مرمى الجزائر.
وفي الشوط الثاني لم يتأخر المنتخب النيجيري كثيرًا واستغل فيكتور أوسيمين غياب الرقابة الدفاعية في كرة عرضة ارتقى لها وحيدًا وسجل هدف التقدم للنسور في الدقيقة 47.
بعد الهدف حاول منتخب الجزائر إظهار ردة فعل ولكنه لم يقوى على مجابهة القوى البدنية لمنتخب نيجيريا.
فيما واصل المنتخب النيجيري هجومه بحثًا عن الهدف الثاني، والذي جاء في الدقيقة 57، عن طريق أكور آدامز، بعد تمريرة مميزة من أوسيمين أمام المرمى.
وفي الدقيقة 82 كاد آدامز أن يضيف الهدف الثالث بعد عرضية جديدة من أوسيمين، ولكن كرته الرأسية ارتدت من القائم الأيمن لمرمى الجزائر.",2026-01-10,Sport,REAL,80.3%,10
الجيش السوري قسد استهدفت مدينة حلب بعشر مسيرات وتم استهداف منصاتها,https://www.shorouknews.com/news/view.aspx?cdate=10012026&id=44b5759b-8d83-4df5-810d-c24fe2ea3dfa,shorouknews.com,"أعلن الجيش السوري أنه تمكن من تدمير عددٍ من منصات إطلاق طائرات مسيرة في ريف حلب الشرقي اليوم السبت.
وقالت هيئة العمليات في الجيش السوري إن ""تنظيم قسد يدخل مرحلة جديدة من مراحل التصعيد العسكري ضد الشعب السوري من خلال استهدافه مدينة حلب ومؤسساتها المدنية ومساجدها ومرافقها بأكثر من 10 طائرات مسيرة إيرانية الصنع، تركت وراءها عدداً من الإصابات وخسائر كبيرة بالممتلكات؛ ورداً على هذا التصعيد، قام الجيش باستهداف مصادر إطلاق هذه الطائرات بالطريقة المناسبة"".
وأضافت هيئة العمليات: ""تمكن الجيش من تدمير عددٍ -سنصرح عنه فيما بعد- من الآليات الثقيلة المجنزرة والمدولبة في أحد مواقع تنظيم قسد، وهذا هو ردنا الأول، والمراحل اللاحقة من الرد ستكون في الزمان والمكان المناسبين"".
وكانت طائرات مسيرة استهدفت اليوم مبنى محافظة حلب عقب عقد مؤتمر صحافي ضم وزير الإعلام ووزير الشؤون الاجتماعية والعمل ومحافظ حلب، ومبنى في حي الفرقان غرب حلب، وكذلك في حي الفردوس ودوار الكرة وعدد من أحياء حلب، واستهدفت أحد مساجد ""حذيفة بن اليمان"" الذي يضم نازحين من حي الشيخ مقصود عقب مغادرة وزير الشؤون الاجتماعية والعمل المكان.
وكان مصدر في مديرية إعلام حلب قد صرح بأن ""طائرة مسيرة انتحارية استهدفت مبنى في حي الفرقان غرب مدينة حلب، وأن أحد عناصر قوات الأمن العام أصيب بجروح"".
وأكد المصدر لوكالة الأنباء الألمانية (د ب أ) أن ""طائرة مسيرة انتحارية إيرانية الصنع أطلقت من مدينة دير حافر حوالي 60 كيلومتراً شرق مدينة حلب، وهي تحت سيطرة قوات سوريا الديمقراطية / قسد"".
وأضاف المصدر أن قوات الجيش بدأت التحرك لرصد أي تحرك أو إطلاق مسيرات تستهدف مدينة حلب والنقاط العسكرية شرق حلب.
وكانت قوات ""قسد"" قد استهدفت مساء الأحد-الاثنين الماضي حاجزاً للشرطة العسكرية غرب مدينة دير حافر، أدى إلى سقوط قتلى وجرحى من عناصر الشرطة العسكرية التابعة للجيش السوري والمدنيين.
وتعتبر منطقة دير حافر (55 كيلومتراً شرق حلب) أول منطقة تسيطر عليها ""قسد"" شرق حلب بعد انسحاب النظام منها، عقب سقوط مدينة حلب بيد فصائل المعارضة في 27 نوفمبر عام 2024.",2026-01-10,Politics,REAL,82.5%,10
