Title,Link,website,Article_Text
انخفاض سعر الدولار مقابل الجنيه في 9 بنوك بنهاية تعاملات اليوم,https://www.masrawy.com/news/news_economy/details/2025/11/6/2885961/%D8%A7%D9%86%D8%AE%D9%81%D8%A7%D8%B6-%D8%B3%D8%B9%D8%B1-%D8%A7%D9%84%D8%AF%D9%88%D9%84%D8%A7%D8%B1-%D9%85%D9%82%D8%A7%D8%A8%D9%84-%D8%A7%D9%84%D8%AC%D9%86%D9%8A%D9%87-%D9%81%D9%8A-9-%D8%A8%D9%86%D9%88%D9%83-%D8%A8%D9%86%D9%87%D8%A7%D9%8A%D8%A9-%D8%AA%D8%B9%D8%A7%D9%85%D9%84%D8%A7%D8%AA-%D8%A7%D9%84%D9%8A%D9%88%D9%85#hpnews-sub,masrawy," 
انخفض سعر الدولار مقابل الجنيه في 9 بنوك، بقيمة تتراوح بين 4 قروش و17 قرشًا، بنهاية تعاملات اليوم الخميس 6-11-2025، بينما ارتفع في بنك التعمير والإسكان، مقارنة بنهاية تعاملات أمس، وفق بيانات منشورة على موقعها الإلكتروني.
 
أسعار الدولار في 10 بنوك بنهاية تعاملات اليوم
 
البنك الأهلي المصري: 47.3 جنيه للشراء، و47.4 جنيه، بتراجع 6 قروش للشراء والبيع.
 
بنك مصر: 47.31 جنيه للشراء، و47.41 جنيه للبيع، بتراجع 5 قروش للشراء والبيع.
 
بنك القاهرة: 47.3 جنيه للشراء، و47.4 جنيه للبيع، بتراجع 4 قروش للشراء والبيع.
 
البنك التجاري الدولي: 47.3 جنيه للشراء، و47.4، بتراجع 6 قروش للشراء والبيع.
 
بنك البركة: 47.28 جنيه للشراء، و47.38 جنيه للبيع، بتراجع 7 قروش للشراء والبيع.
 
بنك قناة السويس: 47.3 جنيه للشراء، و47.4 جنيه للبيع، بتراجع 7 قروش للشراء والبيع.
 
كريدي أجريكول: 47.3 جنيه للشراء، و47.4 جنيه للبيع، بتراجع 6 قروش للشراء والبيع.
 
بنك الإسكندرية: 47.3 جنيه للشراء، و47.4 جنيه للبيع، بتراجع 5 قروش للشراء والبيع.
 
بنك التعمير والإسكان: 47.36 جنيه للشراء، و47.46 جنيه للبيع، بزيادة قرش للشراء والبيع.
 
مصرف أبو ظبي الإسلامي: 47.38 جنيه للشراء، و47.48 جنيه للبيع، بتراجع 17 قرشًا للشراء والبيع.
 "
حسام البدري لمصراوي الأهلي سيفوز على سيراميكا وغياب إمام عاشور مؤثر,https://www.masrawy.com/sports/sports_news/details/2025/11/6/2885792/%D8%AD%D8%B3%D8%A7%D9%85-%D8%A7%D9%84%D8%A8%D8%AF%D8%B1%D9%8A-%D9%84%D9%85%D8%B5%D8%B1%D8%A7%D9%88%D9%8A-%D8%A7%D9%84%D8%A3%D9%87%D9%84%D9%8A-%D8%B3%D9%8A%D9%81%D9%88%D8%B2-%D8%B9%D9%84%D9%89-%D8%B3%D9%8A%D8%B1%D8%A7%D9%85%D9%8A%D9%83%D8%A7-%D9%88%D8%BA%D9%8A%D8%A7%D8%A8-%D8%A5%D9%85%D8%A7%D9%85-%D8%B9%D8%A7%D8%B4%D9%88%D8%B1-%D9%85%D8%A4%D8%AB%D8%B1-#hpsports-sub,masrawy,"تحدث حسام البدري المدير الفني لنادي أهلي طرابلس الليبي، عن مواجهة الأهلي وسيراميكا كليوباترا، المقرر لها مساء اليوم، في نصف نهائي كأس السوبر المصري.
ويواجه الأهلي نظيره سيراميكا كليوباترا، في الخامسة مساء اليوم، على ستاد هزاع بن زايد، في إطار منافسات نصف نهائي كأس السوبر المصري.
وقال حسام البدري في تصريحات خاصة لمصراوي: ""الأهلي سيفوز اليوم بإذن الله، وغياب إمام عاشور عن المباراة مؤثر جدا، وهذا كان واضحا في المباريات الأخيرة"".
واختتم: ""المشكلة التي قد تواجه الأهلي في لقاء سيراميكا، الضعط الذي يمكن أن يتأثر به اللاعبون، لرغبتهم في الفوز"".
لمتابعة تغطيتنا الشاملة عن كأس السوبر المصري 
اقرأ أيضًا:"
شاهد مجانا الموعد والقنوات الناقلة لمباراة الزمالك وبيراميدز في السوبر,https://www.masrawy.com/sports/sports_news/details/2025/11/6/2885734/%D8%B4%D8%A7%D9%87%D8%AF-%D9%85%D8%AC%D8%A7%D9%86%D8%A7-%D8%A7%D9%84%D9%85%D9%88%D8%B9%D8%AF-%D9%88%D8%A7%D9%84%D9%82%D9%86%D9%88%D8%A7%D8%AA-%D8%A7%D9%84%D9%86%D8%A7%D9%82%D9%84%D8%A9-%D9%84%D9%85%D8%A8%D8%A7%D8%B1%D8%A7%D8%A9-%D8%A7%D9%84%D8%B2%D9%85%D8%A7%D9%84%D9%83-%D9%88%D8%A8%D9%8A%D8%B1%D8%A7%D9%85%D9%8A%D8%AF%D8%B2-%D9%81%D9%8A-%D8%A7%D9%84%D8%B3%D9%88%D8%A8%D8%B1#hpsports-sub,masrawy,"سيكون الفريق الأول لكرة القدم بنادي الزمالك، على موعد مع اختبار صعب، اليوم في مواجهة نظيره بيراميدز، ضمن منافسات نصف نهائي بطولة السوبر المصري.
وتنطلق مباراة الزمالك وبيراميدز، اليوم الخميس، في السابعة والنصف مساء بتوقيت القاهرة، على ملعب آل نهيان، بالعاصمة الإماراتية أبو ظبي، في قبل نهائي بطولة السوبر المصري.
ويدخل نادي الزمالك المباراة بدافع تحقيق الفوز رغم الظروف الصعبة التي يمر بها في الفترة الأخيرة، من تراجع النتائج، وقام بتغيير الجهاز الفني وتولي مدرب مصري المهمة.
ويدخل الفريق الأبيض المباراة تحت قيادة فنية جديدة، للمدرب أحمد عبدالرؤوف بعد رحيل البلجيكي يانيك فيريرا بسبب سوء النتائج.
ونجح نادي الزمالك في العودة للانتصارات مؤخرا، بعد الفوز على طلائع الجيش بثلاثة أهداف مقابل هدف، خلال المباراة التي أقيمت بينهما على استاد القاهرة الدولي، في الدوري المصري.
وفي المقابل يبحث فريق بيراميدز على الاستمرار في التفوق وإضافة بطولة جديدة في سجلاته، بعدما حقق مؤخرا بطولتي دوري أبطال أفريقيا والسوبر الأفريقي.
وتنقل مباراة الزمالك وبيراميدز، في السابعة والنصف مساء اليوم عبر ثلاث قنوات مجانية، وهم قناة أون تايم سبورت 1، مع وجود أستوديو تحليلي قبل المباراة وبعدها وقناة أبوظبي الرياضية وقناة دبي الرياضية.
اقرأ أيضا:
لمتابعة تغطيتنا الشاملة عن كأس السوبر المصري "
الخطيب صدق الأهلي يوضح دور عبدالحفيظ الحقيقي مع فريق الكرة,https://www.masrawy.com/sports/sports_news/details/2025/11/6/2885765/-%D8%A7%D9%84%D8%AE%D8%B7%D9%8A%D8%A8-%D8%B5%D8%AF%D9%82-%D8%A7%D9%84%D8%A3%D9%87%D9%84%D9%8A-%D9%8A%D9%88%D8%B6%D8%AD-%D8%AF%D9%88%D8%B1-%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%AD%D9%81%D9%8A%D8%B8-%D8%A7%D9%84%D8%AD%D9%82%D9%8A%D9%82%D9%8A-%D9%85%D8%B9-%D9%81%D8%B1%D9%8A%D9%82-%D8%A7%D9%84%D9%83%D8%B1%D8%A9#hpsports-sub,masrawy,"أكد الدكتور سعد شلبي، المدير التنفيذي للنادي الأهلي، أن الجمعية العمومية الأخيرة للنادي لعبت دورًا مهمًا في ترسيخ الصورة الإيجابية للمؤسسة، مشيرًا إلى أن مشاركة الأعضاء كانت بمثابة لوحة مشرفة تعكس روح الانتماء والعراقة داخل القلعة الحمراء.
وقال شلبي في تصريحات لبرنامج ""نمبر وان"" على قناة CBC: ""نجاح الجمعية العمومية لم يكن تنظيميًا فقط، بل معنويًا أيضًا، إذ بثت الحماس في نفوس اللاعبين تمامًا كما يفعل الجمهور في المدرجات"". 
وأضاف أن لاعبي الأهلي يركزون بشكل كامل على بطولة السوبر المصري المقامة في الإمارات، مؤكدًا أن الهدف واضح وهو ""الفوز وإسعاد الجماهير، وتقديم بطولة تليق باسم مصر والعلاقات الأخوية بين مصر والإمارات"".
وفيما يتعلق بمنصب المشرف العام على الكرة، أوضح شلبي أن مجلس الإدارة كان صادقًا مع الجمعية العمومية والجماهير بشأن حاجة الكابتن محمود الخطيب لفترة راحة وعلاج، وهو ما استدعى تكليف سيد عبد الحفيظ بالإشراف على قطاع الكرة خلال تلك الفترة، بقرار رسمي من النادي.
وأشار المدير التنفيذي إلى أن عبد الحفيظ مفوض من قبل الإدارة باتخاذ أي قرارات تخص فريق الكرة في حال غياب الخطيب، دون الحاجة إلى الرجوع لمجلس الإدارة، موضحًا أن ""عبد الحفيظ من أبناء النادي ويعرف نظام العمل جيدًا، ويتواصل باستمرار مع الخطيب لضمان التنسيق الكامل"".
وتحدث شلبي أيضًا عن ملف الصفقات الشتوية، مؤكدًا أن النادي يعمل وفق خطة واضحة ومدروسة، قائلاً: ""عندما نقرر التعاقد مع لاعب جديد نعلن ذلك رسميًا. هناك لجنة مختصة بملف التعاقدات، وقد حددت بالفعل أهدافها لصفقات يناير وفقًا لاحتياجات الفريق"".
واختتم المدير التنفيذي تصريحاته بالتأكيد على أن المرحلة المقبلة تتطلب تضافر الجميع من أجل استمرار مسيرة البطولات وتحقيق تطلعات جماهير الأهلي في كل مكان."
شاهدها ببلاش 3 قنوات مجانية تنقل مباراة الأهلي وسيراميكا كليوباترا,https://www.masrawy.com/sports/sports_news/details/2025/11/6/2885757/%D8%B4%D8%A7%D9%87%D8%AF%D9%87%D8%A7-%D8%A8%D8%A8%D9%84%D8%A7%D8%B4-3-%D9%82%D9%86%D9%88%D8%A7%D8%AA-%D9%85%D8%AC%D8%A7%D9%86%D9%8A%D8%A9-%D8%AA%D9%86%D9%82%D9%84-%D9%85%D8%A8%D8%A7%D8%B1%D8%A7%D8%A9-%D8%A7%D9%84%D8%A3%D9%87%D9%84%D9%8A-%D9%88%D8%B3%D9%8A%D8%B1%D8%A7%D9%85%D9%8A%D9%83%D8%A7-%D9%83%D9%84%D9%8A%D9%88%D8%A8%D8%A7%D8%AA%D8%B1%D8%A7#hpsports-sub,masrawy,"تنقل 3 قنوات مجانية مباراة الأهلي وسيراميكا كليوباترا، المقرر لها مساء اليوم الخميس، في إطار منافسات نصف نهائي كأس السوبر المصري.
يضرب الأهلي موعدا مع سيراميكا كليوباترا، في نصف نهائي كأس السوبر المصري، فيما يواجه الزمالك بيراميدز، في نفس الدور، على أن يتأهل الفائز من المواجهتين إلى النهائي.
وتقام مباراة الأهلي وسيراميكا كليوباترا، في الخامسة مساء اليوم، على ملعب ستاد هزاع بن زايد، في إطار منافسات نصف نهائي كأس السوبر المصري.
تنقل مباراة الأهلي وسيراميكا كليوباترا على القنوات التالية، أون سبورت 1، أبو ظبي الرياضية، دبي الرياضية، إذ يمكن متابعة اللقاء بالمجان.
جدير بالذكر أن ياس توروب، المدير الفني للأهلي، عقد محاضرة فنية مع اللاعبين داخل فندق الإقامة قبل التحرك إلى ستاد هزاع بن زايد بمدينة العين.
لمتابعة تغطيتنا الشاملة عن كأس السوبر المصري 
اقرأ أيضًا:"
إصابة مؤثرة وتجميد 5 غيابات تضرب الزمالك قبل مواجهة بيراميدز,https://www.masrawy.com/sports/sports_news/details/2025/11/6/2885779/-%D8%A5%D8%B5%D8%A7%D8%A8%D8%A9-%D9%85%D8%A4%D8%AB%D8%B1%D8%A9-%D9%88%D8%AA%D8%AC%D9%85%D9%8A%D8%AF-5-%D8%BA%D9%8A%D8%A7%D8%A8%D8%A7%D8%AA-%D8%AA%D8%B6%D8%B1%D8%A8-%D8%A7%D9%84%D8%B2%D9%85%D8%A7%D9%84%D9%83-%D9%82%D8%A8%D9%84-%D9%85%D9%88%D8%A7%D8%AC%D9%87%D8%A9-%D8%A8%D9%8A%D8%B1%D8%A7%D9%85%D9%8A%D8%AF%D8%B2#hpsports-sub,masrawy,"يعاني الفريق الأول لنادي الزمالك، من غيابات عديدة خلال مواجهة بيراميدز اليوم الخميس، ببطولة كأس السوبر المصري.
ويلتقي الزمالك أمام بيراميدز، في السابعة والنصف مساء اليوم، بتوقيت القاهرة، على استاد آل نهيان، في نصف نهائي بطولة كأس السوبر المصري.
ويعمل الجهاز الفني الجديد لنادي الزمالك بقيادة أحمد عبدالرؤوف، تحقيق الفوز والصعود للمباراة النهائية، وإعادة الفريق مرة أخرى لمنصات التتويج
ويعاني فريق الزمالك خلال مواجهة اليوم أمام بيراميدز، من خمس غيابات مؤثرة لأسباب مختلفة وهم:
-ناصر منسى .. لأسباب فنية
-محمود الشناوي .. لأسباب مختلفة
-نبيل عماد دونجا .. للإيقاف على خلفية أحداث السوبر فى نسختها الماضية
- محمد السيد تجميد .. بسبب رفضه تجديد عقده
-البرازيلي خوان بيزيرا .. بسبب الإصابة
اقرأ أيضا:
لمتابعة تغطيتنا الشاملة عن كأس السوبر المصري "
لماذا ارتفع الدولار بشكل مفاجئ مقابل الجنيه اليوم,https://www.masrawy.com/news/news-banking/details/2025/11/5/2885391/%D9%84%D9%85%D8%A7%D8%B0%D8%A7-%D8%A7%D8%B1%D8%AA%D9%81%D8%B9-%D8%A7%D9%84%D8%AF%D9%88%D9%84%D8%A7%D8%B1-%D8%A8%D8%B4%D9%83%D9%84-%D9%85%D9%81%D8%A7%D8%AC%D8%A6-%D9%85%D9%82%D8%A7%D8%A8%D9%84-%D8%A7%D9%84%D8%AC%D9%86%D9%8A%D9%87-%D8%A7%D9%84%D9%8A%D9%88%D9%85-#hpmostread,masrawy,"ارجع مصرفيون تحدث إليهم مصراوي اليوم، ارتفاع سعر الدولار بشكل مفاجئ مقابل الجنيه اليوم إلى زيادة الطلب من بعض المستثمرين الأجانب لتسوية مراكزهم المالية مع قرب نهاية العام الحالي بهدف احتساب الربحية.
 
ارتفع سعر الدولار بنحو 18 قرشا خلال تعاملات اليوم قبل أن يقلل من مكاسبه مع نهاية تعاملات البنوك إلى 47.37 جنيه للشراء و47.47 جنيه للبيع لكل دولار.
 
رغم ارتفاع الدولار اليوم فإن الجنيه لا يزال عند أعلى نقطة وصل لها منذ أكثر من عام.
 
خلال آخر 3 شهور واصل الجنيه الارتفاع مقابل الدولار بدعم زيادة تدفقات النقد الأجنبي من المستثمرين الأجانب في أدوات الدين المحلية- أذون وسندات الخزانة- والسياحة وتحويلات المصريين العاملين بالخارج.
تسوية مراكز مستثمرين
قال رئيس أحد البنوك خلال حديثه مع مصراوي، إن ارتفاع الدولار اليوم قد جاء من تسوية بعض المستثمرين الأجانب لمراكزهم الاستثمارية في أذون وسندات الخزانة.
 
وأوضح أن الأجانب عادة يقومون بتسوية مراكزهم مع قرب نهاية العام وهو ما يؤدي إلى وجود طلب على الدولار وارتفاع سعره ثم يعاود للانخفاض بعد انتهاء الطلب وعودتهم مجددا للسوق المصري.
 
شهدت الاستثمارات الأجنبية في أذون وسندات الخزانة تدفقات قوية خلال آخر عام ونصف من تحرير سعر الصرف بفضل إجراءات الإصلاح الاقتصادي.
 
وجذبت مصر تدفقات بنحو 25 مليار دولار من استثمارات الأجانب في أذون الخزانة فقط خلال عام ونصف من تحرير سعر الصرف ليقفز إجمالي الرصيد إلى 38 مليار دولار بنهاية يونيو الماضي.
عزز ارتفاع سعر العائد على الجنيه وانخفاض قيمة العملة المحلية من تكالب الأجانب للاستثمار في أدوات الدين المصرية بدعم إجراءات الإصلاحية وتوحيد سعر الصرف.
 تحرك غير مقلل
ويرى رئيس قطاع الخزانة في أحد البنوك الحكومية، أن ارتفاع الدولار مقابل الجنيه جاء بسبب زيادة الطلب على الدولار وفق آلية العرض والطلب.
 
وقلل من مخاطر تحرك الدولار اليوم في ظل تعافي الجنيه واستمرار تدفق موارد النقد الأجنبي على مصر.
رجحت فيتش سوليوشنز في خدمتها البحثية ""BMI"" استقرار سعر صرف الجنيه عند 49 جنيها خلال العام المالي الحالي بنهاية يونيو 2026 و49.7 جنيه بالعام المالي المقبل- يبدأ العام المالي في مصر أول يوليو وينتهي آخر يونيو من العام التالي."
الأرصاد تحذر من حالة الطقس خلال الأيام المقبلة يتجاوز المعدلات الطبيعية,https://www.masrawy.com/news/news_egypt/details/2025/11/5/2885454/%D8%A7%D9%84%D8%A3%D8%B1%D8%B5%D8%A7%D8%AF-%D8%AA-%D8%AD%D8%B0%D8%B1-%D9%85%D9%86-%D8%AD%D8%A7%D9%84%D8%A9-%D8%A7%D9%84%D8%B7%D9%82%D8%B3-%D8%AE%D9%84%D8%A7%D9%84-%D8%A7%D9%84%D8%A3%D9%8A%D8%A7%D9%85-%D8%A7%D9%84%D9%85%D9%82%D8%A8%D9%84%D8%A9-%D9%8A%D8%AA%D8%AC%D8%A7%D9%88%D8%B2-%D8%A7%D9%84%D9%85%D8%B9%D8%AF%D9%84%D8%A7%D8%AA-%D8%A7%D9%84%D8%B7%D8%A8%D9%8A%D8%B9%D9%8A%D8%A9#hpmostread,masrawy,"كشفت الدكتورة منار غانم، عضو المركز الإعلامي بهيئة الأرصاد الجوية، عن حالة الطقس ودرجات الحرارة خلال الأيام المقبلة والأحوال الجوية المتوقعة.
وأضافت ""غانم""، في تصريحات لمصراوي، أن البلاد تشهد طقسًا خريفيًا مستقرًا نسبيًا، مع ارتفاع طفيف في درجات الحرارة عن المعدلات الطبيعية لهذا الوقت من العام.
وأوضحت عضو المركز الإعلامي بهيئة الأرصاد الجوية، أن الكتل الهوائية القادمة من المناطق الصحراوية تؤثر حاليًا على أغلب أنحاء الجمهورية، وهو ما يجعل قيم درجات الحرارة أعلى من معدلاتها الطبيعية بعدة درجات، خاصة خلال ساعات النهار.
وأشارت الدكتورة منار غانم، إلى أن حالة الطقس غدًا تشهد تأثر البلاد غدًا بمنخفض جوي في طبقات الجو العليا، سيساعد على تكون السحب المنخفضة والمتوسطة على السواحل الشمالية ومحافظات شمال البلاد.
وبينت أن حالة الطقس تشهد فرصًا لسقوط أمطار خفيفة إلى متوسطة على السواحل الشمالية الغربية وشمال الوجه البحري، تمتد أحيانًا إلى مناطق من جنوب الوجه البحري والقاهرة الكبرى ولكن بشكل ضعيف ومتفرق.
وأكدت عضو هيئة الأرصاد، أن الطقس سيكون مائلًا للحرارة نهارًا على أغلب الأنحاء، بينما يميل إلى الاعتدال أو البرودة ليلًا، خصوصًا في الساعات المتأخرة من الليل وخلال الصباح الباكر، حيث تنخفض درجات الحرارة بشكل ملحوظ.
وأشارت إلى أن الشبورة المائية الكثيفة تعد الظاهرة الجوية الأبرز خلال هذه الفترة، خاصة على الطرق الزراعية والسريعة والقريبة من المسطحات المائية، محذّرة قائدي المركبات من خطورة القيادة خلال فترات تكون الشبورة في الصباح الباكر.
ودعت المواطنين إلى ارتداء الملابس المناسبة أثناء ساعات الصباح والمساء، نظرًا لفروق درجات الحرارة الكبيرة بين النهار والليل التي قد تصل إلى نحو 12 درجة مئوية.
وتابعت: الفترة المقبلة تشهد استقرارًا نسبيًا في الأحوال الجوية، إلا أن فصل الخريف يتميز دائمًا بالتقلبات السريعة؛ فيجب متابعة النشرات الجوية أولًا بأول.
اقرأ أيضًا:"
سعر الذهب اليوم في مصر يعود للانخفاض بحلول التعاملات المسائية,https://www.masrawy.com/news/news_economy/details/2025/11/5/2885462/%D8%B3%D8%B9%D8%B1-%D8%A7%D9%84%D8%B0%D9%87%D8%A8-%D8%A7%D9%84%D9%8A%D9%88%D9%85-%D9%81%D9%8A-%D9%85%D8%B5%D8%B1-%D9%8A%D8%B9%D9%88%D8%AF-%D9%84%D9%84%D8%A7%D9%86%D8%AE%D9%81%D8%A7%D8%B6-%D8%A8%D8%AD%D9%84%D9%88%D9%84-%D8%A7%D9%84%D8%AA%D8%B9%D8%A7%D9%85%D9%84%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B3%D8%A7%D8%A6%D9%8A%D8%A9#hpmostread,masrawy,"انخفض سعر الذهب اليوم في مصر بنحو 5 جنيهات، بحلول التعاملات المسائية الأربعاء 5-11-2025، مقارنة بمستواه بمنتصف التعاملات، وفق ما قاله نادي نجيب سكرتير عام شعبة الذهب سابقًا لـ""مصراوي"".
سعر الذهب اللحظي
انخفض سعر الذهب عيار 14 إلى 3530 جنيهًا للجرام.
وتراجع سعر الذهب عيار 18 إلى 4538 جنيهًا للجرام.
وهبط سعر الذهب عيار 21 إلى 5295 جنيهًا للجرام.
 
وانخفض سعر الذهب عيار 24 إلى 6051 جنيهًا للجرام.
 
سعر الجنيه الذهب
وهبط سعر الجنيه الذهب إلى 42360 جنيه وقد يختلف السعر من تاجر لآخر، ويساوي هذا السعر قيمة الذهب في الجنيه.
 
سعر سبيكة الذهب
سعر سبيكة الذهب 10 جرام سجل نحو 60510 جنيهًا.
 
سعر الأونصة (الأوقية) تحتوي على 31.1 جرام سجل نحو 188186 جنيهًا.
 
سعر سبيكة الذهب 50 جرام سجل نحو 302550 جنيهًا.
 
وقد يختلف السعر من تاجر لآخر، ويساوي هذا السعر قيمة الذهب في السبيكة، ويحدد سعر السبيكة بناء على سعر جرام عيار 24.
 
سعر الذهب عالميًا
وارتفع سعر الذهب عالميًا بنسبة 0.96% إلى نحو 3969 دولار للأونصة، (وتعادل الأوقية نحو 31.1 جرام من عيار ذهب 24)، وفقا لآخر تحديث لبيانات وكالة بلومبرج."
استعدوا من الآن 4 أبراج الأكثر حظا في العام الجديد 2026,https://www.masrawy.com/howa_w_hya/relationship/details/2025/11/5/2885357/%D8%A7%D8%B3%D8%AA%D8%B9%D8%AF%D9%88%D8%A7-%D9%85%D9%86-%D8%A7%D9%84%D8%A2%D9%86-4-%D8%A3%D8%A8%D8%B1%D8%A7%D8%AC-%D8%A7%D9%84%D8%A3%D9%83%D8%AB%D8%B1-%D8%AD%D8%B8%D8%A7-%D9%81%D9%8A-%D8%A7%D9%84%D8%B9%D8%A7%D9%85-%D8%A7%D9%84%D8%AC%D8%AF%D9%8A%D8%AF-2026#hpmostread,masrawy,Not found
في بث مباشر معتمر الحرم يكشف تفاصيل ما حدث ويشكر السعودية,https://www.masrawy.com/news/news_publicaffairs/details/2025/11/6/2885923/%D9%81%D9%8A-%D8%A8%D8%AB-%D9%85%D8%A8%D8%A7%D8%B4%D8%B1-%D9%85%D8%B9%D8%AA%D9%85%D8%B1-%D8%A7%D9%84%D8%AD%D8%B1%D9%85-%D9%8A%D9%83%D8%B4%D9%81-%D8%AA%D9%81%D8%A7%D8%B5%D9%8A%D9%84-%D9%85%D8%A7-%D8%AD%D8%AF%D8%AB-%D9%88%D9%8A%D8%B4%D9%83%D8%B1-%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9#hpmostread,masrawy,"كشف المقيم المصري عبد العزيز صاحب واقعة الحرم المكي، تفاصيل الواقعة التي أثارت الجدل وما حدث بينه وبين الشرطي السعودي.
وقال عبد العزيز في بث مباشر: ""السلام عليكم ورحمة الله أنا عبد العزيز صاحب واقعة الحرم أو حاجة، أحب أشكر المملكة العربية السعودية، حفظ الله بلادنا وبلاد المسلمين"".
وأوضح عبد العزيز، أنه لا يرغب في الظهور بتلك الصورة ولا أن يتعرض أحد للأذى بسببه، مؤكداً أنه كان متوجهًا لأداء العمرة، مضيفًا ""بالنسبة للفيديو المنتشر مش حابب والله أن أنا أطلع في الصورة دي ولا حابب إن حد يتأذي بسببي.. أنا راجل طالع أعمل عمرة، أزور بيت ربنا، طالع أفضي كل حاجة جوايا"".
وأشار إلى أن نشر الفيديو لم يكن ضروريًا، وأن المملكة تدخلت في الوقت المناسب، مؤكداً أنه توجه إلى مكتب الأمن داخل الحرم فورًا وشكر العاملين هناك على ما وصفه بـ""الاحترام والأخلاق"".
وقال: الموضوع ما زي ما الناس صورته، كل مصري وكل مغترب بيحصل كده لا، إحنا كلنا مسلمين ملهاش علاقة أنا مصر أو هو سعودي، كل شخص يسئ لشخصه مش للمكان اللي هو منه.




وحذر عبد العزيز من تداول مقطع الفيديو، مؤكداً أنه لن يسامح من ينشره وأنه ""سيشتكي"" من يفعل ذلك، مؤكدًا أنه لا يريد أن يلحق الضرر بنفسه أو بالشرطي، مشيرًا إلى احترامه للقوات السعودية ومثنيًا على تعاملهم معه قائلًا: ""الشرطة السعودية في منتهى الأدب والاحترام ومشوفناش منهم سواء دلوقتي أو قبل كده"".
وأوضح أنه لا يعتبر نفسه مقيمًا في المملكة، بل هو في ""بلده الثاني""، وردّ على من طالبه بأخذ حقه قائلًا: ""أنا راجل في بيت ربنا، مش همد إيدي على حد أنا رايح أعمل عمرة مش أعمل مشاكل"".
وخاطب من وصفهم بمثيري الفتن بالقول: ""اللي يرفع أي حاجة ياريت تتمسح بلاش فتن، أنت هتستفاد إيه لما الشرطي يتأذي""، مؤكدًا أن السلطات السعودية تعطي كل شخص حقه بغض النظر عن جنسيته، مختتمًا حديثه ""إحنا هنا في بلد الأمن والأمان"".
وقبل يومين أثار مقطع فيديو لطريقة تعامل شرطي مع رجل وسيدة في الحرم المكي حالة الجدل على مواقع التواصل الاجتماعي، حيث أظهر الفيديو جذب شرطي سيدة من يدها بقوة ليدفعها للوقوف وترك مكان في الحرم المكي، قبل أن يتم القطع على مشهد ثان لدفع الشرطي لمعتمر طالبه بعدم استعمال يده. وسط مشادة محتدمة بينهما.




وانتقد معلقون تعامل الشرطي، لكن في المقابل دافع آخرون عنه واعتبروا أن الرجل والسيدة دفعاه لذلك لتجاهلهما التعليمات.
وفي تغريدة على صفحتها الرسمية على تويتر، قالت قوات الأمن السعودية إن القوات الخاصة لأمن الحج والعمرة باشرت - في حينه - ضبط شخص ظهر في محتوى مرئي مخالفا للتعليمات والتنظيمات المتبعة في المسجد الحرام. وأشارت إلى استكمال الإجراءات النظامية حياله.



"
حكاية أول كأس سوبر في التاريخ انسحاب الأهلي ومباراة بين الزمالك وخامس,https://www.masrawy.com/news/masrawytv/details/2025/11/6/2885979/%D8%AD%D9%83%D8%A7%D9%8A%D8%A9-%D8%A3%D9%88%D9%84-%D9%83%D8%A3%D8%B3-%D8%B3%D9%88%D8%A8%D8%B1-%D9%81%D9%8A-%D8%A7%D9%84%D8%AA%D8%A7%D8%B1%D9%8A%D8%AE-%D8%A7%D9%86%D8%B3%D8%AD%D8%A7%D8%A8-%D8%A7%D9%84%D8%A3%D9%87%D9%84%D9%8A-%D9%88%D9%85%D8%A8%D8%A7%D8%B1%D8%A7%D8%A9-%D8%A8%D9%8A%D9%86-%D8%A7%D9%84%D8%B2%D9%85%D8%A7%D9%84%D9%83-%D9%88%D8%AE%D8%A7%D9%85%D8%B3#hpmostwatched,masrawy,Not found
كواليس الساعات الاخيرة لاسرة شبرا الخيمة قبل الحريق الماساوي,https://www.masrawy.com/news/masrawytv/details/2025/11/6/2885965/%D9%83%D9%88%D8%A7%D9%84%D9%8A%D8%B3-%D8%A7%D9%84%D8%B3%D8%A7%D8%B9%D8%A7%D8%AA-%D8%A7%D9%84%D8%A7-%D8%AE%D9%8A%D8%B1%D8%A9-%D9%84%D8%A7-%D8%B3%D8%B1%D8%A9-%D8%B4%D8%A8%D8%B1%D8%A7-%D8%A7%D9%84%D8%AE%D9%8A%D9%85%D8%A9-%D9%82%D8%A8%D9%84-%D8%A7%D9%84%D8%AD%D8%B1%D9%8A%D9%82-%D8%A7%D9%84%D9%85%D8%A7-%D8%B3%D8%A7%D9%88%D9%8A#hpmostwatched,masrawy,Not found
