Title,Link,website,Article_Text
بعد تصدره التريند 10 صور تجمع كريم محمود عبدالعزيز بزوجته,https://www.masrawy.com/arts/zoom/details/2025/11/6/2885962/%D8%A8%D8%B9%D8%AF-%D8%AA%D8%B5%D8%AF%D8%B1%D9%87-%D8%A7%D9%84%D8%AA%D8%B1%D9%8A%D9%86%D8%AF-10-%D8%B5%D9%88%D8%B1-%D8%AA%D8%AC%D9%85%D8%B9-%D9%83%D8%B1%D9%8A%D9%85-%D9%85%D8%AD%D9%85%D9%88%D8%AF-%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%B9%D8%B2%D9%8A%D8%B2-%D8%A8%D8%B2%D9%88%D8%AC%D8%AA%D9%87#hpLatest,masrawy,"تصدر اسم الفنان كريم عبد العزيز تريند محرك البحث ""جوجل"" خلال الساعات الماضية، بعد تداول شائعة ارتباطه بالفنانة دينا الشربيني.
وتعد هذه ليست المرة الأولى التي تنتشر فيها شائعة من هذا النوع، إذ سبق وترددت أنباء مشابهة أثناء مشاركتهما في بطولة فيلم ""الهنا اللي أنا فيه""، إلى جانب ياسمين رئيس، حاتم صلاح، مريم الجندي، محسن منصور، أوتاكا، ياسر الطوبجي، ومعتز التوني، ومن تأليف أيمن بهجت قمر، وإخراج خالد مرعي.
وعاد الثنائي إلى الصدارة مجددًا بالتزامن مع اقتراب موعد عرض ثاني أفلامهما معًا، فيلم ""طلقني""، المقرر طرحه في دور السينما خلال شهر ديسمبر المقبل.
مصراوي بعرض لكم 10 صور جمعت كريم عبدالعزيز بزوجته آن الرفاعي:"
انخفاض سعر الدولار مقابل الجنيه في 9 بنوك بنهاية تعاملات اليوم,https://www.masrawy.com/news/news_economy/details/2025/11/6/2885961/%D8%A7%D9%86%D8%AE%D9%81%D8%A7%D8%B6-%D8%B3%D8%B9%D8%B1-%D8%A7%D9%84%D8%AF%D9%88%D9%84%D8%A7%D8%B1-%D9%85%D9%82%D8%A7%D8%A8%D9%84-%D8%A7%D9%84%D8%AC%D9%86%D9%8A%D9%87-%D9%81%D9%8A-9-%D8%A8%D9%86%D9%88%D9%83-%D8%A8%D9%86%D9%87%D8%A7%D9%8A%D8%A9-%D8%AA%D8%B9%D8%A7%D9%85%D9%84%D8%A7%D8%AA-%D8%A7%D9%84%D9%8A%D9%88%D9%85#hpLatest,masrawy," 
انخفض سعر الدولار مقابل الجنيه في 9 بنوك، بقيمة تتراوح بين 4 قروش و17 قرشًا، بنهاية تعاملات اليوم الخميس 6-11-2025، بينما ارتفع في بنك التعمير والإسكان، مقارنة بنهاية تعاملات أمس، وفق بيانات منشورة على موقعها الإلكتروني.
 
أسعار الدولار في 10 بنوك بنهاية تعاملات اليوم
 
البنك الأهلي المصري: 47.3 جنيه للشراء، و47.4 جنيه، بتراجع 6 قروش للشراء والبيع.
 
بنك مصر: 47.31 جنيه للشراء، و47.41 جنيه للبيع، بتراجع 5 قروش للشراء والبيع.
 
بنك القاهرة: 47.3 جنيه للشراء، و47.4 جنيه للبيع، بتراجع 4 قروش للشراء والبيع.
 
البنك التجاري الدولي: 47.3 جنيه للشراء، و47.4، بتراجع 6 قروش للشراء والبيع.
 
بنك البركة: 47.28 جنيه للشراء، و47.38 جنيه للبيع، بتراجع 7 قروش للشراء والبيع.
 
بنك قناة السويس: 47.3 جنيه للشراء، و47.4 جنيه للبيع، بتراجع 7 قروش للشراء والبيع.
 
كريدي أجريكول: 47.3 جنيه للشراء، و47.4 جنيه للبيع، بتراجع 6 قروش للشراء والبيع.
 
بنك الإسكندرية: 47.3 جنيه للشراء، و47.4 جنيه للبيع، بتراجع 5 قروش للشراء والبيع.
 
بنك التعمير والإسكان: 47.36 جنيه للشراء، و47.46 جنيه للبيع، بزيادة قرش للشراء والبيع.
 
مصرف أبو ظبي الإسلامي: 47.38 جنيه للشراء، و47.48 جنيه للبيع، بتراجع 17 قرشًا للشراء والبيع.
 "
لماذا لا يجب شرب الماء أثناء الوقوف,https://www.masrawy.com/howa_w_hya/health/details/2025/11/6/2885639/%D9%84%D9%85%D8%A7%D8%B0%D8%A7-%D9%84%D8%A7-%D9%8A%D8%AC%D8%A8-%D8%B4%D8%B1%D8%A8-%D8%A7%D9%84%D9%85%D8%A7%D8%A1-%D8%A3%D8%AB%D9%86%D8%A7%D8%A1-%D8%A7%D9%84%D9%88%D9%82%D9%88%D9%81-#hpLatest,masrawy,"كتب – سيد متولي
شرب الماء أثناء الوقوف يمكن أن يؤثر على الجهاز الهضمي والعصبي، كما أن الوقوف يزيد من سرعة دخول الماء إلى الجسم، ما يضر بصحتنا.
وبحسب موقع هيلث، فإن تناول الماء واقفا يخل بتوازن السوائل ويسبب عسر الهضم، كما أن جسم الإنسان لا يستفيد من الماء إلا عند شربه جالسا.
شرب الماء أثناء الوقوف يسبب التهاب المفاصل
يمكن لشرب الماء أثناء الوقوف أيضا أن يؤدي إلى تراكم الماء في مناطق المفاصل، ما يؤدي إلى الإصابة بالتهاب المفاصل، كما يخل بتوازن السوائل في الجسم، ويزيد من تراكم السموم، ما يسبب مشكلات التهاب المفاصل.
عسر الهضم
قد يعاني جهازك الهضمي من شرب الماء أثناء الوقوف، ذلك لأن شرب الماء أثناء الوقوف يسبب مروره بسرعة وقوة عبر قناة الطعام، ويصل مباشرة إلى أسفل المعدة، كما تصبح الأعصاب مشدودة، ما يخل بتوازن السوائل ويزيد من السموم، ما يؤدي إلى عسر الهضم.
مشكلات الكلى
يميل الماء الذي يشرب وقوفا إلى المرور دون ترشيح إلى أسفل المعدة تحت ضغط شديد، يسبب هذا تراكم ملوثات الماء في المثانة، ما يضعف قدرة الكلى على العمل، وقد يسبب مشاكل في المسالك البولية، وقد لوحظ أن الكلى ترشح الماء بكفاءة أكبر عند الجلوس.
خطر تلف الرئة
لا تصل العناصر الغذائية والفيتامينات الحيوية إلى الكبد والجهاز الهضمي عند شرب الماء واقفا، يشكل شرب الماء واقفا خطرا على صحة القلب والرئتين، إذ ينتقل عبر الجسم بسرعة كبيرة، ما يعيق مستوى الأكسجين.
ماذا يحدث عندما تشرب الماء؟
سواء كنت واقفا أو جالسا أثناء شرب الماء، يتم امتصاصه في الجسم بسرعة.
يتمتع الماء بنسبة توافر حيوي فموي تبلغ 100٪ تقريبًا، ويتم امتصاصه بسرعة من خلال جدار الأمعاء، وخاصة في الأمعاء الدقيقة، يكون الامتصاص شبه كامل وسريع ويحدث بشكل أساسي في الجزء المبكر من الأمعاء الدقيقة.
ثم يتم توزيع الماء الممتص بشكل متناسب في حجرات سوائل الجسم:
66٪ في السائل داخل الخلايا
25.5٪ في السائل الخلالي
8.5٪ في حجم الدم الدائر
يتم الإخراج من خلال الكلى، حيث يتم إعادة امتصاص الجزء المفلتر من خلال آلية منظمة للغاية.
ركز على ترطيب جسمك بالطريقة الصحيحة
عند الحديث عن شرب الماء، ينبغي التركيز على زيادة كمية الماء المتناولة.
يحتاج الجسم إلى الماء لأداء العديد من وظائفه، وقد يسبب الجفاف أضرارا جسيمة لا رجعة فيها إذا لم يعالج في أسرع وقت.
اشرب كميات كبيرة من الماء يوميا، وتأكد من الحفاظ على كمية المعادن التي تتناولها.
عدل كمية السوائل التي تتناولها لتساعدك على شرب المزيد من الماء.
اقرأ أيضًا:"
ترددات القنوات الناقلة لمباراة الزمالك وبيراميدز,https://www.masrawy.com/sports/sports_news/details/2025/11/6/2885971/%D8%AA%D8%B1%D8%AF%D8%AF%D8%A7%D8%AA-%D8%A7%D9%84%D9%82%D9%86%D9%88%D8%A7%D8%AA-%D8%A7%D9%84%D9%86%D8%A7%D9%82%D9%84%D8%A9-%D9%84%D9%85%D8%A8%D8%A7%D8%B1%D8%A7%D8%A9-%D8%A7%D9%84%D8%B2%D9%85%D8%A7%D9%84%D9%83-%D9%88%D8%A8%D9%8A%D8%B1%D8%A7%D9%85%D9%8A%D8%AF%D8%B2#hpLatest,masrawy,"يضرب الزمالك موعدا مع بيراميدز، في السابعة مساء اليوم، في إطار منافسات نصف نهائي كأس السوبر المصري.
تقام مباراة الزمالك وبيراميدز، في السابعة والنصف مساء اليوم الخميس، على ملعب آل نهيان، في إطار منافسات نصف نهائي كأس السوبر المصري، على أن يواجه الفائز من اللقاء، الفائز من مباراة الأهلي وسيراميكا كليوباترا، في النهائي.
تنقل مباراة الزمالك وبيراميدز على القنوات التالية، أون سبورت 1، أبو ظبي الرياضية 2، دبي الرياضية، إذ يمكن متابعة اللقاء بالمجان.
جاءت ترددات القنوات الناقلة لمباراة الزمالك وبيراميدز، كالآتي:
- تردد 11862
- معدل استقطاب عمودي
- معدل ترميز 27504
- تردد 12226
- معدل الاستقطاب أفقي
- معدل الترميز 27500
- معامل تصحيح الخطأ 5/6
- تردد 12418
- معدل استقطاب أفقي
- معدل ترميز 30000
- معامل تصحيح الخطأ 3/4
لمتابعة تغطيتنا الشاملة عن كأس السوبر المصري 
اقرأ أيضًا:"
لمدة 8 ساعات قطع المياه عن هذه المناطق بالجيزة في هذا الموعد,https://www.masrawy.com/news/news_egypt/details/2025/11/6/2885945/%D9%84%D9%85%D8%AF%D8%A9-8-%D8%B3%D8%A7%D8%B9%D8%A7%D8%AA-%D9%82%D8%B7%D8%B9-%D8%A7%D9%84%D9%85%D9%8A%D8%A7%D9%87-%D8%B9%D9%86-%D9%87%D8%B0%D9%87-%D8%A7%D9%84%D9%85%D9%86%D8%A7%D8%B7%D9%82-%D8%A8%D8%A7%D9%84%D8%AC%D9%8A%D8%B2%D8%A9-%D9%81%D9%8A-%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%88%D8%B9%D8%AF#hpLatest,masrawy,"أعلنت محافظة الجيزة، عن قطع المياه لمدة 8 ساعات مساء غدًا الجمعة الموافق 7 نوفمبر 2025، وذلك بعدد من المناطق؛ نتيجة أعمال ربط خط الطرد الجديد قطر ٥٠٠ مم على الخط القائم، والخاص بمحطة المانسترلي للصرف الصحي.
مناطق قطع المياه بالجيزة
أوضحت ""الجيزة""، بحسب بيانها، الخميس، أن مناطق قطع المياه، هي: جزيرة الدهب، ساقية مكي، مساكن أم المصريين"" في حي جنوب الجيزة"".
وأوضحت أن موعد قطع المياه بعدد من مناطق الجيزة سيكون بدءًا من بدءاً من الساعة العاشرة مساء غدًا الجمعة الموافق وحتى الساعة السادسة صباح يوم السبت الموافق 8 نوفمبر 2025.
وأوضحت محافظة الجيزة، أن شركة مياه الشرب سوف تقوم بتوفير سيارات مياه صالحة للشرب متواجدة بالمناطق المتأثرة.
اقرأ أيضًا:
وتابعت: فى حالة طلبها يرجى الاتصال بالخط الساخن 125 لحين الانتهاء من الأعمال وإعادة ضخ المياه للمواطنين."
حمادة هلال يحذر من صفحة تنتحل اسمه وتزعم البحث عن وجوه جديدة لـ المداح,https://www.masrawy.com/arts/zoom/details/2025/11/6/2885915/%D8%AD%D9%85%D8%A7%D8%AF%D8%A9-%D9%87%D9%84%D8%A7%D9%84-%D9%8A%D8%AD%D8%B0%D8%B1-%D9%85%D9%86-%D8%B5%D9%81%D8%AD%D8%A9-%D8%AA%D9%86%D8%AA%D8%AD%D9%84-%D8%A7%D8%B3%D9%85%D9%87-%D9%88%D8%AA%D8%B2%D8%B9%D9%85-%D8%A7%D9%84%D8%A8%D8%AD%D8%AB-%D8%B9%D9%86-%D9%88%D8%AC%D9%88%D9%87-%D8%AC%D8%AF%D9%8A%D8%AF%D8%A9-%D9%84%D9%80-%D8%A7%D9%84%D9%85%D8%AF%D8%A7%D8%AD-#hpLatest,masrawy,"حذّر الفنان حمادة هلال من صفحة مزيفة، نشرت منشورًا زعمت فيه أنها تبحث عن وجوه جديدة للمشاركة في مسلسله ""المداح 6"".
وكتب حمادة هلال عبر حسابه الرسمي على موقع ""فيسبوك"": ""كداب أوي"".
وكانت آخر مشاركات حمادة هلال في الدراما التلفزيونية بمسلسل ""المداح: أسطورة العهد"" وعرض ضمن موسم دراما رمضان 2025.
يذكر أن حمادة هلال يواصل تصوير الجزء السادس من مسلسل ""المداح"" والمقرر عرضه ضمن موسم دراما رمضان 2026.
اقرأ أيضًا:"
من هي راما دوجي زوجة زهران ممداني أول سيدة من جيل z تدخل التاريخ,https://www.masrawy.com/news/news_publicaffairs/details/2025/11/6/2885956/%D9%85%D9%86-%D9%87%D9%8A-%D8%B1%D8%A7%D9%85%D8%A7-%D8%AF%D9%88%D8%AC%D9%8A-%D8%B2%D9%88%D8%AC%D8%A9-%D8%B2%D9%87%D8%B1%D8%A7%D9%86-%D9%85%D9%85%D8%AF%D8%A7%D9%86%D9%8A-%D8%A3%D9%88%D9%84-%D8%B3%D9%8A%D8%AF%D8%A9-%D9%85%D9%86-%D8%AC%D9%8A%D9%84-z-%D8%AA%D8%AF%D8%AE%D9%84-%D8%A7%D9%84%D8%AA%D8%A7%D8%B1%D9%8A%D8%AE#hpLatest,masrawy," 
في الوقت الذي استحوذ فيه فوز زهران ممداني بمنصب عمدة نيويورك على اهتمام واسع في الولايات المتحدة، باعتباره أحد أبرز الوجوه الديمقراطية الصاعدة، ظهرت في الخلفية شخصية كان لها تأثير حاسم في مسيرته نحو النجاح؛ زوجته راما دوجي، التي تولّت بصمت صياغة الهوية البصرية والسياسية لحملته الانتخابية، مبتعدة عن الأضواء ومكتفية بدور الداعم الهادئ وراء الكواليس.
 
البدايات والأصل
 
راما دوجي، البالغة من العمر 28 عاماً والتي تعد أول سيدة من جيل Z تدخل التاريخ نظرًا لمكانة ممداني حايًا، فهي أمريكية من أصول سورية نشأت في دالاس، وانتقلت مع عائلتها إلى دبي وهي في التاسعة من عمرها، ثم درست في كلية الفنون بجامعة فرجينيا كومنولث في قطر، ثم التحقت بفرع الجامعة في ريتشموند لاستكمال دراستها، قبل أن تحصل على درجة الماجستير في الرسم التوضيحي كمقال بصري من كلية الفنون البصرية في نيويورك.
ثم أخيرًا انتقلت إلى نيويورك قبل أربع سنوات فقط، لكنها سرعان ما اندمجت في مشهدها الثقافي والسياسي المتنوع.
ماذا يعني جيل z ؟
يُطلق مصطلح ""الجيل زد"" على الفئة التي وُلدت بين منتصف تسعينيات القرن العشرين وبداية العقد الثاني من القرن الحادي والعشرين، ووفقًا لمركز ""بيو"" للأبحاث، تمتد هذه الفترة عادة من عام 1997 إلى 2012، وهي مرحلة شهدت انتشار الهواتف الذكية وصعود وسائل التواصل الاجتماعي، حتى غدت التقنية والوجود الرقمي جزءًا أصيلًا من الحياة اليومية وتشكيل الهوية الاجتماعية والثقافية لهذا الجيل، ويأتي جيل زد بعد جيل الألفية (الجيل واي) المولود بين عامي 1981 و1996، ويسبِق الجيل ألفا الذي يشمل مواليد 2013 حتى 2025.
 
قصة ممداني ودوجي
جمعت الصدفة بين راما وممداني عام 2021 عبر تطبيق المواعدة ""هينغ""، وكان الأخير حينها قد انتُخب حديثاً لعضوية جمعية ولاية نيويورك، وهو أمر لم تكن دوجي تدركه جيداً، ثم خُطبا في أكتوبر 2024، وبعد أيام من إعلان الخطوبة على ""إنستجرام"" انطلقت حملة ممداني الانتخابية لمنصب العمدة.
أُقيم حفل الزفاف في دبي في ديسمبر الماضي، ثم جرى عقد القران في محكمة مانهاتن السفلى في فبراير بحضور محدود، وثّقت المصورة كارا مكوردي المناسبة، وكتبت لاحقاً على موقعها الإلكتروني: ""كنت أعلم أنه سيتزوج راما منذ سنوات.. ركبنا المترو من أستوريا إلى قاعة المدينة في يوم ماطر قبل بضعة أشهر، واحتفلت بزواج اثنين من أحبائي رسميًا"".
وفيما يتعلق بمسألة الإنجاب، فالزوجان لا يملكان أطفالاً حتى الآن، وردّ ممداني مازحاً على سؤال صحفي حول ذلك بقوله: ""أشعر وكأنني أتحدث إلى أمي""، مؤكداً أنه يركز حالياً على مهامه السياسية.
 
دوجي.. العقل الإبداعي لحملة ممداني
 
رغم ابتعادها عن الظهور الإعلامي، لعبت راما دوجي دوراً مركزياً في بناء الهوية البصرية لحملة زوجها، فهي من صممت شعارات الحملة وألوانها المميزة من الأصفر والبرتقالي والأزرق الجريء، التي غزت شوارع نيويورك في الأشهر الأخيرة، وفقاً لتقرير شبكة ""سي إن إن"".
لم تكن حاضرة في معظم الفعاليات الجماهيرية، لكنها أدارت بصمت محتوى الحملة على وسائل التواصل الاجتماعي، وأسهمت في رسم الصورة الرقمية لممداني كمرشح تقدمي قريب من الناس.
رافقت زوجها يوم الإدلاء بصوته في الانتخابات التمهيدية، ووقفت إلى جانبه على المسرح خلال خطاب النصر الذي أكد فيه فوزه على الحاكم السابق أندرو كومو.
 
المواقف السياسية والفنية
 
على صفحاتها عبر الإنترنت، تمزج دوجي بين الفن والموقف السياسي، وتعرض رسوماتها وأعمالها الخزفية التي تعبر عن التضامن مع القضية الفلسطينية وانتقاد السياسات الإسرائيلية في غزة، في انسجام واضح مع مواقف زوجها المعلنة، وهذه المواقف أثارت انتقادات من بعض أفراد الجالية اليهودية في نيويورك، وهي الأكبر خارج إسرائيل، كما نقلت شبكة ""سي إن إن"".
وبينما يواصل ممداني صعوده السريع في المشهد السياسي، تواصل دوجي تقديم فنها ورسائلها التي تمزج بين الهوية والحرية والعدالة لتؤكد أن وراء كل زعيم صاعد، غالباً فنانة تكتب الحكاية من وراء الستار."
الاثنين مؤتمر للكشف عن كنوز ونوادر الصحافة المصرية بنقابة الصحفيين ,https://www.masrawy.com/news/news_egypt/details/2025/11/6/2885973/%D8%A7%D9%84%D8%A7%D8%AB%D9%86%D9%8A%D9%86-%D9%85%D8%A4%D8%AA%D9%85%D8%B1-%D9%84%D9%84%D9%83%D8%B4%D9%81-%D8%B9%D9%86-%D9%83%D9%86%D9%88%D8%B2-%D9%88%D9%86%D9%88%D8%A7%D8%AF%D8%B1-%D8%A7%D9%84%D8%B5%D8%AD%D8%A7%D9%81%D8%A9-%D8%A7%D9%84%D9%85%D8%B5%D8%B1%D9%8A%D8%A9-%D8%A8%D9%86%D9%82%D8%A7%D8%A8%D8%A9-%D8%A7%D9%84%D8%B5%D8%AD%D9%81%D9%8A%D9%8A%D9%86-#hpnews-sub,masrawy,"تعقد نقابة الصحفيين من خلال اللجنة الثقافية، مؤتمرًا صحفيًا، يوم الإثنين الموافق 10 نوفمبر في تمام الساعة الثانية ظهرًا، بالقاعة المستديرة (قاعة أمين الرافعي) للإعلان عن مستجدات مشروع ""ذاكرة الصحافة المصرية""، الذي يتضمن ""الأرشيف الرقمي للصحافة المصرية""، تحت عنوان ""كنوز ونوادر نقابة الصحفيين"".
يعقد المؤتمر بحضور خالد البلشي نقيب الصحفيين، وفي إطار جهود النقابة لحفظ التراث الصحفي المصري، وإتاحته رقميًا للأجيال القادمة، حيث بدأت النقابة بالفعل ومن خلال مشروع (ذاكرة الصحافة المصرية)، الذي يشرف عليه الدكتور خالد عزب في حصر الصحف والمجلات والدوريات التاريخية الموجودة بمكتبتها، التي تضم نوادر وكنوزًا من صحف تعود إلى القرنين التاسع عشر والعشرين، وبالأخص النصف الأول من القرن العشرين.
ومن بين الكنوز، التي تم اكتشافها خلال الحصر صحيفة ""مرآة الشرق""، التي يعود تاريخ عددين منها إلى عام 1879م، وهي صحيفة وطنية أنشأها الشاعر السوري سليم بك عنحوري، ثم تولى رئاسة تحريرها الشيخ إبراهيم اللقاني، وكانت تهدف إلى مناهضة الاستعمار البريطاني في مصر، قبل أن تتوقف عن الصدور عام 1896م، بطلب من السلطان العثماني.
كما تضم مقتنيات النقابة صحيفة ""البرهان""، التي صدرت في 5 مايو عام 1881م، بالإسكندرية، ورأس تحريرها الشيخ حمزة فتح الله، ثم نُقلت إلى القاهرة في عامها الثالث. 
وقد تميزت بالاعتدال، وكانت مناهضة للثورة العربية، لكنها ساندت المقاومة الجزائرية ضد الاستعمار الفرنسي.
وتسعى النقابة في إطار هذا المشروع إلى استكمال ما لديها من صحف ومجلات بصورة رقمية، وقد نجحت بالفعل في الحصول على عددٍ من الإصدارات النادرة، وعلى رأسها صحيفة ""الضياء""، بينما لا تزال هناك فجوات في أرشيف بعض الصحف المهمة مثل:
""الوطن"" (ميخائيل عبدالسيد - 1877م)،
""نزهة الأفكار"" (عثمان جلال وإبراهيم المويلحي - 1877م)، و""الجنس اللطيف"" (ملكة سعد - 1908م)، وهو ما يتطلب تعاون أصحاب المجموعات الخاصة لاستكمال الصورة الكاملة للتراث الصحفي المصري.
كما تعمل النقابة على استكمال أرشيف مجلة ""الكشكول""، التي أصدرها سليمان فوزي عام 1921م، والتي تمتلك النقابة أعدادًا نادرة منها، لكنها لا تزال بحاجة إلى نحو 20 عددًا لاستكمالها وإتاحتها رقميًا.
وفي المقابل، تمتلك النقابة أرشيفًا جيدًا من الصحف الكبرى مثل: ""الأهرام""، ""الأخبار""، ""الجمهورية""، إلى جانب الصحف الحزبية كالكتلة الوفدية والسياسة، وعددٍ من الصحف المستقلة، التي صدرت قبل عام 1952م.
وفي المرحلة الحالية، تتجه النقابة إلى بناء أرشيفات، وسير ذاتية للصحفيين، بالتعاون مع أسر الصحفيين الراحلين، تخليدًا لذكراهم، وتكريمًا لعطائهم. وقد تم بالفعل جمع أرشيفات مهمة مثل: أرشيف موسى صبري، أنيس منصور، وسامي عزيز.
كما حصلت مكتبة النقابة ضمن مشروع الأرشيف الرقمي على مجموعات نادرة من الصور الصحفية، ستتم إتاحتها لاحقًا بجودة عالية لخدمة الصحفيين والباحثين، إلى جانب سلسلة تسجيلات صوتية لأدباء ومفكرين أهدى جزءًا منها الكاتب الصحفي محمد الحمامصي، وتدعو النقابة أعضاءها للمشاركة بإهداء ما لديهم من تسجيلات صوتية، أو وثائق نادرة لخدمة المشروع.
وكانت النقابة قد أعلنت في مارس الماضي عن اكتشاف مخطوط نادر من عصر محمد علي، مترجم من الفرنسية إلى العربية، أعده أحد طلاب البعثات المصرية في إطار تكليفهم بترجمة مخطوطات علمية عند عودتهم من أوروبا، ويتناول موضوعات في الطبيعيات.
وذلك في إطار العمل على مشروع ذاكرة الصحافة المصرية.
كما تم خلال إعادة فهرسة المكتبة العثور على مجموعات من نوادر المطبوعات المصرية، جرى عرض بعضها في فتارين خاصة بمكتبة النقابة، وتمت رقمنتها حفاظًا عليها، بحيث ستتاح مستقبلًا بصيغة رقمية فقط مع منع الاطلاع المباشر حفاظًا على سلامتها.
ويأتي هذا المشروع في إطار رؤية نقابة الصحفيين لتوثيق الذاكرة الصحفية المصرية، وحماية كنوزها التراثية من الاندثار، وجعلها متاحة أمام الباحثين والدارسين والمهتمين بتاريخ الصحافة المصرية.
اقرأ أيضًا:"
مش ناسيك من 2009 كيف نفذ المتهم  بقتل مالك كشري أبو رجيلة حلوان تهديده,https://www.masrawy.com/news/news_cases/details/2025/11/6/2885968/-%D9%85%D8%B4-%D9%86%D8%A7%D8%B3%D9%8A%D9%83-%D9%85%D9%86-2009-%D9%83%D9%8A%D9%81-%D9%86%D9%81%D8%B0-%D8%A7%D9%84%D9%85%D8%AA%D9%87%D9%85-%D8%A8%D9%82%D8%AA%D9%84-%D9%85%D8%A7%D9%84%D9%83-%D9%83%D8%B4%D8%B1%D9%8A-%D8%A3%D8%A8%D9%88-%D8%B1%D8%AC%D9%8A%D9%84%D8%A9-%D8%AD%D9%84%D9%88%D8%A7%D9%86-%D8%AA%D9%87%D8%AF%D9%8A%D8%AF%D9%87-#hpnews-sub,masrawy,"شهدت منطقة حلوان جريمة مأساوية راح ضحيتها الحاج ""علي أبو رجيلة"" مالك أشهر محل كشري بالمدينة، على يد أحد الأشخاص ""له معلومات جنائية"" بعد أن أنهال على رأسه بعدة ضربات بأداة حادة على إثر خلافات قديمة بينهما منذ عام 2009.
وقبل تنفيذ الجريمة بساعات خرج المتهم في بث مباشر عبر صفحته على ""فيسبوك"" دون إظهار وجهه وأطلق تهديدات للمجني عليه بالقتل، بسبب خلافات سابقة بينهما صدر فيها حكم قضائي ضده.
وقال المتهم ""أحمد حلمي"" في البث المباشر: ""أيه يا علي يا أبو رجيلة لو أنت نسيت أنا منستش، بيت أبو رجيلة بتوع الكشري في حلوان كنا متخانقين معاهم في 2009، وعملولي قواضي وسرقوا القسيمة بتاع مراتي وبهدلونا"" -على حسب قوله-.
وتابع: ""مش هطول عليكم أنا هقتل علي أبو رجيلة علشان عايزين يحبسوا أمي، معندناش حريم تتحبس يا علي، يا ريتك كنت عايز تحبسني أنا عادي مكنتش هقتلك، أنا مضحي بالدنيا كلها"".
وانتقل فريق من النيابة العامة، لمعاينة مسرح جريمة مقتل مالك محلات كشري أبو رجلية بحلوان، على يد مسجل خطر بأداة حادة بسبب خلافات قديمة بينهما.
كما أمرت جهات التحقيق بسرعة تحريات رجال المباحث، وتفريغ كاميرات المراقبة المحيطة بمكان الواقعة.
وتمكن رجال المباحث من ضبط المتهم بقتل صاحب محل كشرى بمنطقة حلوان، بعدما تعدى عليه إثر خلاف قديمة بين الطرفين.
وتلقت غرفة عمليات النجدة، بلاغا من الأهالي بوقوع مشاجرة نتج عنها وفاة صاحب محلات كشري ""أبو رجيلة"" في حلوان.
على الفور انتقل رجال المباحث إلى موقع الحادث وتبين من خلال الفحص قيام شخص بالاعتداء على المجني عليه بسبب خلافات سابقة.
ويجري رجال المباحث تحرياتهم لكشف ملابسات الواقعة بعد ضبط المتهم، وتحرر عن ذلك المحضر اللازم وتباشر النيابة التحقيقات.
اقرأ أيضًا:"
كواليس الساعات الاخيرة لاسرة شبرا الخيمة قبل الحريق الماساوي,https://www.masrawy.com/news/masrawytv/details/2025/11/6/2885965/%D9%83%D9%88%D8%A7%D9%84%D9%8A%D8%B3-%D8%A7%D9%84%D8%B3%D8%A7%D8%B9%D8%A7%D8%AA-%D8%A7%D9%84%D8%A7-%D8%AE%D9%8A%D8%B1%D8%A9-%D9%84%D8%A7-%D8%B3%D8%B1%D8%A9-%D8%B4%D8%A8%D8%B1%D8%A7-%D8%A7%D9%84%D8%AE%D9%8A%D9%85%D8%A9-%D9%82%D8%A8%D9%84-%D8%A7%D9%84%D8%AD%D8%B1%D9%8A%D9%82-%D8%A7%D9%84%D9%85%D8%A7-%D8%B3%D8%A7%D9%88%D9%8A#hpnews-sub,masrawy,Not found
شلل مروري في المنوفية تصادم سيارتين ملاكي على طريق قويسنا صور,https://www.masrawy.com/news/news_regions/details/2025/11/6/2885963/%D8%B4%D9%84%D9%84-%D9%85%D8%B1%D9%88%D8%B1%D9%8A-%D9%81%D9%8A-%D8%A7%D9%84%D9%85%D9%86%D9%88%D9%81%D9%8A%D8%A9-%D8%AA%D8%B5%D8%A7%D8%AF%D9%85-%D8%B3%D9%8A%D8%A7%D8%B1%D8%AA%D9%8A%D9%86-%D9%85%D9%84%D8%A7%D9%83%D9%8A-%D8%B9%D9%84%D9%89-%D8%B7%D8%B1%D9%8A%D9%82-%D9%82%D9%88%D9%8A%D8%B3%D9%86%D8%A7-%D8%B5%D9%88%D8%B1#hpnews-sub,masrawy,"المنوفية- أحمد الباهي:
تسببت حادثة تصادم بين سيارتين ملاكي على طريق قويسنا - شبين الكوم بمحافظة المنوفية، وتحديداً عند مدخل مدينة قويسنا، اليوم الخميس، في شلل مروري كامل لحركة المركبات بالطريق.
وأبلغ الأهالي الجهات المعنية، حيث دفعت غرفة العمليات بسيارة إسعاف لنقل المصابين إلى مستشفى قويسنا العام لتلقي العلاج اللازم.
 كما انتقل رجال الشرطة والمرور إلى موقع الحادث لمعاينة التلفيات وحصرها، ورفع آثار التصادم لتسيير حركة المرور.
وجرى تحرير محضر بالواقعة، وتولت النيابة العامة التحقيقات لمعرفة ملابسات الحادث وأسبابه.
 "
